author,affiliation
"alyemeni, mohammed nasser",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"seleiman, mahmoud f.",Plant Production Department
"alsadon, abdullah a.",Plant Production Department
"solieman, talaat h. i.",Plant Production Department
"ibrahim, abdullah",Plant Production Department
"saad, montasir a. o.",Plant Production Department
"salah, bashir",Industrial Engineering Department
"mogren, saad",Geology & Geophysics Department
"abdelrahman, kamal",Geology & Geophysics Department
"shukla, arun kumar",King Abdullah Institute Nanotechnology
"alam, javed",King Abdullah Institute Nanotechnology
"alhoshan, mansour",King Abdullah Institute Nanotechnology
"aldalbahi, ali",King Abdullah Institute Nanotechnology
"rahaman, mostafizur",Chemistry Department
"alrehaili, abdulaziz",Chemistry Department
"aldalbahi, ali",Chemistry Department
"alhoshan, mansour",Chemistry Engineering Department
"al saleh, yousef",Biochemistry Department
"aljohani, naji",Biochemistry Department
"sabico, shaun",Biochemistry Department
"al-daghri, nasser",Biochemistry Department
"fouda, mona a.",Endocrinology Division
"hidri, lotfi",Industrial Engineering Department
"ahmad, javed",Zoology Department
"wahab, rizwan",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"saquib, quaiser",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"ahmad, javed",Chair Dna Research
"wahab, rizwan",Chair Dna Research
"siddiqui, maqsood a.",Chair Dna Research
"saquib, quaiser",Chair Dna Research
"ahmed, isam a. mohamed",Food Science & Nutrition Department
"al juhaimi, fahad",Food Science & Nutrition Department
"osman, magdi a.",Food Science & Nutrition Department
"gassem, mustafa a.",Food Science & Nutrition Department
"babiker, elfadil e.",Food Science & Nutrition Department
"ghafoor, kashif",Food Science & Nutrition Department
"arafah, maria a.",Pathology Department
"fatima, sabiha",Clinical Lab Science Department
"alwaznah, raheek",Clinical Lab Science Department
"abudawood, manal",Clinical Lab Science Department
"aljuraiban, ghadeer s.",Community Health Science Department
"abulmeaty, mahmoud",Community Health Science Department
"berika, mohamed y.",Rehabilitation Science Department
"aljaser, feda",Clinical Lab Science Department
"alzeidan, rasmieh",Cardiac Science Department
"hersi, ahmad",Cardiac Science Department
"shaik, shaffi a.",Dept Family & Community Med
"al-shawi, yazeed a.",King Abdullah Ear Specialist Center
"alrawaf, fahad k.",King Abdullah Ear Specialist Center
"al-gazlan, najd s.",King Abdullah Ear Specialist Center
"al-qahtani, munahi m.",King Abdullah Ear Specialist Center
"almuhawas, fida a.",King Abdullah Ear Specialist Center
"alharthi, fahad a.",Chemistry Department
"elmarghany, adel",Chemistry Department
"al-zaqri, nabil",Chemistry Department
"wahab, rizwan",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"ahmad, javed",Zoology Department
"alharthi, fahad a.",Chemistry Department
"al-zaqri, nabil",Chemistry Department
"el marghany, adel",Chemistry Department
"alharthi, fahad a.",Chemistry Department
"el marghany, adel",Chemistry Department
"alharthi, fahad a.",Chemistry Department
"al-zaqri, nabil",Chemistry Department
"gahlan, hisham",Geology & Geophysics Department
"al-kahtany, khaled m.",Seismic Studies Center
"almadi, majid",Gastroenterology Division
"alsaif, faisal",Surgery Department
"aldohayan, abdullah d.",Surgery Department
"al sarkhy, ahmed a.",Pediatric Department
"al sarkhy, ahmed",Prince Abdullah Bin Khalid Celiac Disease Research Chair
"benchohra, mouffak",Mathematics Department
"farooq, w. a.",Physics & Astronomy Department
"atif, m.",Physics & Astronomy Department
"fatehmulla, amanullah",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"ali, syed mansoor",Physics & Astronomy Department
"farooq, w. a.",Physics & Astronomy Department
"atif, m.",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"mahmood, amer",Stem Cell Unit
"ullah, anhar",Cardiac Science Department
"aleem, aamer",Medical Department
"aleem, aamer",Medical Department
"hossain, m. shamim",Software Engineering Department
"alrashoud, mubarak",Software Engineering Department
"al-hammadi, muneer",Computer Engineering Department
"rodrigues, joel j. p. c.",Excellence Information Assurance Coeia Center
"saleem, kashif",Excellence Information Assurance Coeia Center
"harrath, a. h.",Zoology Department
"al-ahmari, abdulrahman",Industrial Engineering Department
"alamri, abdullah m.",Geology & Geophysics Department
"al fadda, hind abdulaziz",Curriculum Instruction Department
"alqahtani, mufleh salem m.",English Language & Literature Department
"elumalai, kesavan vadakalur",English Language & Literature Department
"almehizia, abdulrahman a.",Pharmaceutical Chemistry Department
"herqash, rashed n.",Pharmaceutical Chemistry Department
"darwish, hany w.",Pharmaceutical Chemistry Department
"herqash, rashed n.",Medical Aromat & Poisonous Plant Research Center
"khan, salah ud-din",Sustainable Energy Technology Center
"islam, mohammad shahidul",Chemistry Department
"almajid, abdullah mohammed",Chemistry Department
"barakat, assem",Chemistry Department
"rahman, a. f. m. motiur",Pharmaceutical Chemistry Department
"aldegheishem, abdulaziz",Urban Planning Department
"alrajeh, nabil",Biomedical Technololgy Department
"alqadami, ayoub a.",Chemistry Department
"ahmad, naushad",Chemistry Department
"ahamad, tansir",Chemistry Department
"youssef, mohamed",Geology & Geophysics Department
"el-sorogy, abdelbaset s.",Geology & Geophysics Department
"alyahya, sultan",Information Systems Department
"alsayyari, manar",Information Systems Department
"ramay, shahid m.",Physics & Astronomy Department
"shakir, muhammad imran",Sustainable Energy Technololgy Center
"alhumaid, alanoud y.",Surgery Department
"iqbal, kaisor",Surgery Department
"altuwaijri, talal a.",Surgery Department
"altoijry, abdulmajeed",Surgery Department
"altuwaijri, talal a.",Surgery Department
"alanazi, reem s.",Physics & Astronomy Department
"saad, ali s.",Biomedical Technololgy Department
"sherif, el-sayed m.",Excellence Research Engineering Material Cerem Center
"abdo, hany s.",Excellence Research Engineering Material Cerem Center
"thallaj, ahmed",Anesthesia Department
"madkhali, ahmad a.",Surgery Department
"aljebreen, abdurahman",Medical Department
"alsaif, faisal",Surgery Department
"bessadok, a. j.",Chemical Engineering Department
"mokraoui, s.",Chemical Engineering Department
"batoo, khalid mujasam",King Abdullah Institute Nanotechnology
"raslan, emad h.",Physics & Astronomy Department
"el-bashir, s. m.",Physics & Astronomy Department
"laref, a.",Physics & Astronomy Department
"al-amer, r. m.",Physics & Astronomy Department
"alahmed, z. a.",Physics & Astronomy Department
"alatar, abdulrahman a.",Botany & Microbiology Department
"qahtan, ahmad a.",Botany & Microbiology Department
"faisal, mohammad",Botany & Microbiology Department
"alkarni, said h.",Dept Quantitat Anal
"alshehri, wafaa a.",Dept Quantitat Anal
"khaled, usama",Electrical Engineering Department
"meer, rashid",Electrical Engineering Department
"abdul, wadood",Computer Engineering Department
"nafea, ohoud",Computer Engineering Department
"ghouzali, sanaa",Information Technololgy Department
"batoo, khalid mujasam",King Abdullah Institute Nanotechnology
"raslan, emad h.",Physics & Astronomy Department
"hasanato, rana m. w.",Pathology Department
"hasanato, rana m. w.",Pathology Department
"ali, daoud",Zoology Department
"falodah, fawaz a.",Zoology Department
"almutairi, bader",Zoology Department
"alkahtani, saad",Zoology Department
"alarifi, saud",Zoology Department
"amer, osama e.",Biochemistry Department
"sabico, shaun",Biochemistry Department
"alfawaz, hanan a.",Food Science & Nutrition Department
"hussain, syed danish",Biochemistry Department
"alnaami, abdullah m.",Biochemistry Department
"wani, kaiser",Biochemistry Department
"al-daghri, nasser m.",Biochemistry Department
"amer, osama e.",Biochemistry Department
"sabico, shaun",Biochemistry Department
"hussain, syed danish",Biochemistry Department
"alnaami, abdullah m.",Biochemistry Department
"al-daghri, nasser m.",Biochemistry Department
"alfawaz, hanan a.",Food Science & Nutrition Department
"abdel-daim, mohamed m.",Zoology Department
"dewir, yaser hassan",Plant Production Department
"al-juhaimi, f. y.",Food Science & Nutrition Department
"alsawmahi, omer n.",Food Science & Nutrition Department
"ghafoor, kashif",Food Science & Nutrition Department
"babiker, elfadil e.",Food Science & Nutrition Department
"abdoun, khalid ahmed",Animal Production Department
"elsayed, e. a.",Zoology Department
"farooq, m.",Zoology Department
"wadaan, m. a.",Zoology Department
"khalofah, a.",Botany & Microbiology Department
"bokhari, n. a.",Botany & Microbiology Department
"migdadi, h. m.",Botany & Microbiology Department
"alwahibi, mona s.",Botany & Microbiology Department
"abdel-daim, mohamed m.",Zoology Department
"alkahtani, saad",Zoology Department
"ajarem, jamaan s.",Zoology Department
"maodaa, saleh n.",Zoology Department
"swelum, ayman abdel-aziz",Animal Production Department
"alhidary, ibrahim a.",Animal Production Department
"saadeldin, i. m.",Animal Production Department
"ba-awadh, hani a.",Animal Production Department
"hussein, el-sayed o. s.",Animal Production Department
"al-ghadi, muath q.",Zoology Department
"hussein, el-sayed o. s.",Animal Production Department
"abudabos, alaeldein m.",Animal Production Department
"suliman, gamaleldin",Animal Production Department
"swelum, ayman abdel-aziz",Animal Production Department
"aljumaah, mashael r.",Botany & Microbiology Department
"alkhlulaifi, manal m.",Botany & Microbiology Department
"abdel-daim, mohamed m.",Zoology Department
"ajarem, jamaan s.",Zoology Department
"maodaa, saleh n.",Zoology Department
"el-shafei, ahmed",Prince Sultan Institute Environm Water & Desert Research
"alataway, abed",Prince Sultan Institute Environm Water & Desert Research
"el-shafei, ahmed",Agricultural Engineering Department
"abidi, mustufa haider",Advanced Manufacturing Institute
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"abdel-daim, mohamed m.",Zoology Department
"ahmed, anwar",Excellence Biotechnology Research Center
"alamery, salman freeh",Excellence Biotechnology Research Center
"hussain, tajamul",Excellence Biotechnology Research Center
"ahmed, anwar",Protein Research Chair
"el-shafei, ahmed",Agricultural Engineering Department
"mattar, mohamed a.",Agricultural Engineering Department
"el-shafei, ahmed a.",Prince Sultan Institute Environm Water & Desert Research
"alataway, abed",Prince Sultan Institute Environm Water & Desert Research
"assaeed, abdulaziz m.",Plant Production Department
"dar, basharat",Plant Production Department
"al-rowaily, saud l.",Plant Production Department
"abd-elgawad, ahmed m.",Plant Production Department
"alajlan, naif",Computer Engineering Department
"rabczuk, timon",Computer Engineering Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"elsayed, elsayed a.",Zoology Department
"bakheit, ahmed h.",Pharmaceutical Chemistry Department
"al-sheikh, yazeed",Clinical Lab Science Department
"aboul-soud, mourad a. m.",Clinical Lab Science Department
"akhtar, mohd javed",King Abdullah Institute Nanotechnology
"ahamed, maqusood",King Abdullah Institute Nanotechnology
"ramamoorthy, muthumareeswaran m.",King Abdullah Institute Nanotechnology
"alrokayan, salman a.",Biochemistry Department
"alaizeri, zabnallah m.",Physics & Astronomy Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"elsayed, elsayed a.",Zoology Department
"ajarem, jamaan s.",Zoology Department
"alamri, abdullah",Geology & Geophysics Department
"al deeb, modhi",Prosthetic Dental Science Department
"alsahhaf, abdulaziz",Prosthetic Dental Science Department
"alhamoudi, nawaf",Periodontics & Community Dental Department
"abduljabbar, tariq",Research Chair Biology Research Dental Health
"al-khureif, abdulaziz abdullah",Dental Health Department
"mohamed, badreldin a.",Community Health Department
"khan, aftab ahmed",Dental Biomaterials Research Chair
"divakar, darshan devang",Dental Biomaterials Research Chair
"alsalhi, mohamad s.",Physics & Astronomy Department
"devanesan, s.",Physics & Astronomy Department
"atif, m.",Physics & Astronomy Department
"masilamani, vadivel",Physics & Astronomy Department
"alqahtany, fatmah s.",Pathology Department
"elsadek, mohamed f.",Community Health Science Department
"mohamed, badreldin abdelrhman",Community Health Science Department
"alkhawtani, daniyah mohammed",Community Health Science Department
"masilamani, vadivel",Physics & Astronomy Department
"devanesan, s.",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"alqahtany, fatmah s.",Pathology Department
"farhat, karim h.",Cancer Research Chair
"vellappally, sajith",Dental Health Department
"fouad, h.",Applied Medical Science Department
"nassani, abdelmohsen a.",Management Department
"abro, muhammad moinuddin qazi",Management Department
"nassani, abdelmohsen a.",Management Department
"abro, muhammad moinuddin qazi",Management Department
"edrris, mohamed k.",Precision Agricultural Research Chair
"al-gaadi, khalid a.",Precision Agricultural Research Chair
"tola, elkamil",Precision Agricultural Research Chair
"al-gaadi, khalid a.",Agricultural Engineering Department
"tola, elkamil",Agricultural Engineering Department
"ahmed, khaled a.",Agricultural Engineering Department
"al-dosary, naji mordi n.",Agricultural Engineering Department
"al-hamed, saad a.",Agricultural Engineering Department
"aboukarima, abdulwahed m.",Agricultural Engineering Department
"pandurangan, subash-babu",Food Science & Nutrition Department
"al-maiman, salah a.",Food Science & Nutrition Department
"al-harbi, laila naif",Food Science & Nutrition Department
"alshatwi, ali a.",Food Science & Nutrition Department
"jouini, jamel",Economics Department
"atif, m.",Physics & Astronomy Department
"alghamdi, raed ahmed",Physics & Astronomy Department
"farooq, w. a.",Physics & Astronomy Department
"hanif, atif",Botany & Microbiology Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Bioavailability Unit
"ezzeldin, essam",Bioavailability Unit
"imam, faisal",Pharmacology & Toxicology Department
"almutairi, nawal",Information Technololgy Department
"khan, muhammad khurram",Excellence Information Assurance Center
"vohra, fahim",Prosthetic Dental Science Department
"al deeb, modhi",Prosthetic Dental Science Department
"alrabiah, mohammed",Prosthetic Dental Science Department
"abduljabbar, tariq",Prosthetic Dental Science Department
"altwaim, manea",General Dental Department
"alshuwaier, abdulaziz s.",General Dental Department
"alfawaz, yasser f.",Researchtorat Dental Science Department
"alasiri, saleh a.",In Vitro Fertilizat Unit
"alasiri, saleh a.",In Vitro Fertilizat Unit
"alduraibi, m.",Physics & Astronomy Department
"al-ruhaimi, bader",Physics & Astronomy Department
"algarni, ahmad",Physics & Astronomy Department
"aldwayyan, abdullah",Physics & Astronomy Department
"alduraibi, mohammad",King Abdullah Institute Nanotechnology
"hezam, mahmoud",King Abdullah Institute Nanotechnology
"el-toni, ahmed mohamed",King Abdullah Institute Nanotechnology
"aldwayyan, abdullah",King Abdullah Institute Nanotechnology
"abdel-rahman, m.",Electrical Engineering Department
"ajarem, jamaan s.",Zoology Department
"maodaa, saleh n.",Zoology Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"lyras, andreas",Physics & Astronomy Department
"alsalhi, m. s.",Physics & Astronomy Department
"alsalhi, mohamad s.",Research Chair Laser Diagnosis Cancer
"abdo, basem m. a.",Advanced Manufacturing Institute
"abdo, basem m. a.",Industrial Engineering Department
"el-tamimi, abdualziz",Industrial Engineering Department
"nasr, emad abouel",Industrial Engineering Department
"ahmed, abeer g.",Periodontics & Community Dental Department
"awartani, fatin a.",Periodontics & Community Dental Department
"alghamdi, hamdan s.",Periodontics & Community Dental Department
"niazy, abdurahman a.",Oral Medical & Diagnostic Science Department
"alghamdi, hamdan s.",Periodontics & Community Dental Department
"ko, wonsuk",Electrical Engineering Department
"vettikalladi, hamsakutty",Electrical Engineering Department
"radenovic, s.",Mathematics Department
"attia, kotb a.",Excellence Biotechnology Research Center
"alamery, salman f.",Excellence Biotechnology Research Center
"ghazy, abdelhalim, i",Plant Production Department
"al-doss, abdullah a.",Plant Production Department
"abdel-daim, mohamed m.",Zoology Department
"alkhodhair, saleh",Information Systems Department
"alsanad, ahmed",Information Systems Department
"gumaei, abdu",Information Systems Department
"alghathbar, khaled",Information Systems Department
"nassani, abdelmohsen a.",Management Department
"abro, muhammad moinuddin qazi",Management Department
"abdel-daim, mohamed m.",Zoology Department
"al-babtain, abdulhakim a.",Statistics & Operations Research Department
"alqahtani, awatif",Mathematics Department
"jleli, mohamed",Mathematics Department
"samet, bessem",Mathematics Department
"sherif, el-sayed m.",Mechanical Engineering Department
"metwaly, m.",Archaeology Department
"ghaleb, atef m.",Industrial Engineering Department
"khalaf, tamer m.",Industrial Engineering Department
"ramadan, mohamed z.",Industrial Engineering Department
"ragab, adham e.",Industrial Engineering Department
"badwelan, ahmed",Industrial Engineering Department
"alothman, othman y.",Chemical Engineering Department
"alrashed, maher m.",Chemical Engineering Department
"anis, arfat",Sabic Polymer Research Center
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"alshehri, saad m.",Chemistry Department
"ahamad, tansir",Chemistry Department
"nadeem, ahmed",Pharmacology & Toxicology Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"al-harbi, naif o.",Pharmacology & Toxicology Department
"alzahrani, khalid s.",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"al-ayadhi, laila y.",Autism Research & Treatment Center
"abbas, adel t.",Mechanical Engineering Department
"luqman, monis",Mechanical Engineering Department
"anwar, saqib",Industrial Engineering Department
"alkhalefah, hisham",Advanced Manufacturing Institute
"baras, bashayer h.",Researchtorat Dental Science Department
"el-hiti, gamal a.",Optometry Department
"al-ashkar, ibrahim",Plant Production Department
"alderfasi, ali",Plant Production Department
"ben romdhane, walid",Plant Production Department
"seleiman, mahmoud f.",Plant Production Department
"al-doss, abdullah",Plant Production Department
"hashem, abeer",Botany & Microbiology Department
"alyemeni, mohammed nasser",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"hashem, abeer",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb ahmad",Biochemistry Department
"ali, hayssam mohamed",Botany & Microbiology Department
"elansary, hosam o.",Plant Production Department
"elansary, hosam o.",Plant Production Department
"al-mana, fahed a.",Plant Production Department
"kaid, h.",Industrial Engineering Department
"al-ahmari, abdulrahman m.",Industrial Engineering Department
"ali, hayssam mohamed",Botany & Microbiology Department
"sherif, el-sayed m.",Mechanical Engineering Department
"abdo, hany s.",Excellence Research Engineering Material Center
"sharkawy, mohamed a.",Administration Science Department
"almotairy, saud m.",Excellence Research Engineering Material Center
"seikh, asiful h.",Excellence Research Engineering Material Center
"sherif, el-sayed m.",Excellence Research Engineering Material Center
"sherif, el-sayed m.",Excellence Research Engineering Material Center
"alfarraj, osama",Computer Science Department
"tolba, amr",Computer Science Department
"alzhrani, f.",King Abdullah Ear Specialist Center
"almuhawas, f.",King Abdullah Ear Specialist Center
"alsanosi, a.",King Abdullah Ear Specialist Center
"islam, t.",Research Center
"islam, t.",Research Center
"alshimemeri, sohaila",Medical Department
"alharbi, hamad e.",Mechanical Engineering Department
"haddad, mustafa y.",Mechanical Engineering Department
"assaifan, abdulaziz k.",Mechanical Engineering Department
"aijaz, muhammed omer",Excellence Research Engineering Material Center
"karim, mohammad r.",Excellence Research Engineering Material Center
"sherif, el-sayed m.",Mechanical Engineering Department
"abdo, hany s.",Excellence Research Engineering Material Center
"el rayes, magdy mostafa",Mechanical Engineering Department
"al-nabhan, najla",Computer Science Department
"al-twairesh, nora",Information Technololgy Department
"mabkhot, mohammed m.",Industrial Engineering Department
"al-samhan, ali m.",Industrial Engineering Department
"badwelan, ahmed",Industrial Engineering Department
"jones, e. b. gareth",Botany & Microbiology Department
"khan, aslam",King Abdullah Institute Nanotechnology
"ansari, anees a.",King Abdullah Institute Nanotechnology
"el-toni, ahmed mohamed",King Abdullah Institute Nanotechnology
"aldahash, faisal",Ophthalmology Department
"mousa, ahmed",Ophthalmology Department
"gikandi, priscilla w.",Ophthalmology Department
"abu el-asrar, ahmed m.",Ophthalmology Department
"abu el-asrar, ahmed m.",Nasser Al Rashid Ophthalmology Research Chair
"mohammad, faruq",Chemistry Department
"abdel-mageed, wael m.",Pharmacognosy Department
"alqahtani, ali s.",Pharmacognosy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"devanesan, sandhanasamy",Physics & Astronomy Department
"ahamad, syed rizwan",Pharmaceutical Chemistry Department
"alqahtani, faleh",Pharmacology & Toxicology Department
"abdel-daim, mohamed m.",Zoology Department
"hozzein, wael n.",Zoology Department
"alsaleh, saad",Otolaryngol Head & Neck Surgery Department
"alromaih, saud",Otolaryngol Head & Neck Surgery Department
"alroqi, ahmad salman",Otolaryngol Head & Neck Surgery Department
"albakr, abdulrahman",Neurosurgery Division
"alatar, abdullah",Neurosurgery Division
"ajlan, abdulrazag",Neurosurgery Division
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"khalil, nasr y.",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Bioavailability Unit
"ezzeldin, essam",Bioavailability Unit
"shakeel, faiyaz",Pharmaceutical Department
"el-sherbeeny, ahmed m.",Industrial Engineering Department
"el-meligy, mohammed a.",Advanced Manufacturing Institute
"adil, syed farooq",Chemistry Department
"assal, mohamed e.",Chemistry Department
"khan, mujeeb",Chemistry Department
"shaik, mohammed rafi",Chemistry Department
"kuniyil, mufsir",Chemistry Department
"sekou, doumbia",Chemistry Department
"alwarthan, abdulrahman",Chemistry Department
"siddiqui, mohammed rafiq h.",Chemistry Department
"dewidar, ahmed z.",Agricultural Engineering Department
"laref, a.",Physics & Astronomy Department
"alsagri, m.",Physics & Astronomy Department
"mohammad, faruq",Chemistry Department
"mohammad, faruq",Chemistry Department
"al-lohedan, hamad a.",Chemistry Department
"elnaggar, a. m.",Physics & Astronomy Department
"albassam, a. a.",Physics & Astronomy Department
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"elsayed, elsayed a.",Zoology Department
"abdo, hany s.",Excellence Research Engineering Material Center
"sherif, el-sayed m.",Mechanical Engineering Department
"el-serehy, hamed a.",Zoology Department
"luqman, monis",Mechanical Engineering Department
"ijaz, farzik",Mechanical Engineering Department
"seikh, asiful h.",Excellence Research Engineering Material Center
"ragab, sameh a.",Excellence Research Engineering Material Center
"mohammed, jabair a.",Excellence Research Engineering Material Center
"abdo, hany s.",Excellence Research Engineering Material Center
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"almehizia, abdulrahman a.",Pharmaceutical Chemistry Department
"almehizia, abdulrahman a.",Pharmaceutical Chemistry Department
"obaidullah, ahmad j.",Pharmaceutical Chemistry Department
"bhat, mashooq ahmad",Pharmaceutical Chemistry Department
"al-shakliah, nasser s.",Pharmaceutical Chemistry Department
"alhazaa, a. n.",Research Chair Tribol Surface & Interface Science
"al-gawati, m. a.",Research Chair Tribol Surface & Interface Science
"el-serehy, hamed a.",Zoology Department
"almaiman, ahmed",Electrical Engineering Department
"amr, m. a. e.",Pharmaceutical Chemistry Department
"ghabbour, hazem a.",Pharmaceutical Chemistry Department
"alarifi, abdullah",Chemistry Department
"kamal, ahmed",Chemistry Department
"ghouzali, sanaa",Information Technololgy Department
"marraiki, najat",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"khalaf, naif",Chemistry Department
"ahamad, tansir",Chemistry Department
"naushad, mu.",Chemistry Department
"alhokbany, norah",Chemistry Department
"almotairi, sultanah",Chemistry Department
"alshehri, saad m.",Chemistry Department
"atta, ayman m.",Chemistry Department
"ezzat, abdelrahman o.",Chemistry Department
"wahby, mohamed h.",Chemistry Department
"abdallah, mahmood m. s.",Chemistry Department
"al quraishy, s.",Zoology Department
"abdel-gaber, rewaida",Zoology Department
"dkhil, m. a.",Zoology Department
"alzuabi, khulud",Zoology Department
"abdelhalim, mohamed anwar k.",Physics & Astronomy Department
"alosaimi, fahad d.",Psychiatry Department
"albaker, abdulaziz m.",Prosthetic Dental Science Department
"al-shabib, nasser abdulatif",Food Science & Nutrition Department
"khan, javed masood",Food Science & Nutrition Department
"husain, fohad mabood",Food Science & Nutrition Department
"malik, ajamaluddin",Biochemistry Department
"altwaijry, nojood",Biochemistry Department
"rehman, md tabish",Pharmacognosy Department
"alajmi, mohamed f.",Pharmacognosy Department
"ibrahim, mohamed a.",Pharmaceutical Department
"alshora, doaa h.",Pharmaceutical Department
"ahamad, syed rizwan",Research Center
"imam, faisal",Pharmacology & Toxicology Department
"imam, faisal",Pharmacology & Toxicology Department
"al-harbi, naif o.",Pharmacology & Toxicology Department
"khan, mohammad rashid",Pharmacology & Toxicology Department
"qamar, wajhul",Pharmacology & Toxicology Department
"qamar, wajhul",Research Center
"al-rubeaan, khalid",University Diabetes Center
"alrabiah, ziyad",Clinical Pharmacology Department
"wajid, syed",Clinical Pharmacology Department
"alsulaihim, ibrahim",Clinical Pharmacology Department
"alghadeer, sultan",Clinical Pharmacology Department
"alhossan, abdulaziz",Clinical Pharmacology Department
"babelghaith, salmeen d.",Clinical Pharmacology Department
"al-arifi, mohamed",Clinical Pharmacology Department
"alshammari, s. a.",Dept Family & Community Med
"al-huqail, asma a.",Botany & Microbiology Department
"soliman, dina",Botany & Microbiology Department
"khan, faheema",Botany & Microbiology Department
"alkhorayef, mohammed",Radiology Science Department
"al-sofiani, mohammed e.",Endocrinology Diabetes & Metab Division
"al-sofiani, mohammed",Strategic Center Diabetes Research
"al-mekhlafi, fahd a.",Zoology Department
"abutaha, nael",Zoology Department
"al-malki, ahmed m.",Zoology Department
"al-wadaan, muhammad",Zoology Department
"al-tamimi, salma a.",Chemistry Department
"al-mohaimeed, amal m.",Chemistry Department
"alarfaj, n. a.",Chemistry Department
"sherif, el-sayed m.",Mechanical Engineering Department
"sherif, el-sayed m.",Mechanical Engineering Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"ansari, mushtaq a.",Pharmacology & Toxicology Department
"nadeem, ahmed",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"alsanea, sary",Pharmacology & Toxicology Department
"al-hosaini, khaled a.",Pharmacology & Toxicology Department
"mahmood, hafiz m.",Pharmacology & Toxicology Department
"alzahrani, mohammad z.",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"abdel-daim, mohamed m.",Zoology Department
"alkahtani, saad",Zoology Department
"alkahtani, saad",Zoology Department
"abdel-daim, mohamed m.",Zoology Department
"alshehri, saad",Chemistry Department
"ahamad, tansir",Chemistry Department
"alawaadh, asma alhussein",Botany & Microbiology Department
"alwihibi, mona s.",Botany & Microbiology Department
"dewir, yaser hassan",Plant Production Department
"aldubai, abdulhakim a.",Plant Production Department
"el-hendawy, salah",Plant Production Department
"alalyani, nada",Information Technololgy Department
"abuamarah, bassam a.",Geology & Geophysics Department
"al-nahedh, h. n.",Researchtorat Dental Science Department
"rabah, danny",Surgery Department
"alkahtani, saad",Zoology Department
"abdel-daim, mohamed m.",Zoology Department
"abuamarah, bassam a.",Geology & Geophysics Department
"hozzein, wael n.",Zoology Department
"wadaan, m. a.",Zoology Department
"wadaan, m. a.",Zoology Department
"hozzein, wael n.",Zoology Department
"mohany, mohamed",Pharmacology & Toxicology Department
"al ansi, amin",Plant Protection Department
"aldryhim, yousif nasser",Plant Protection Department
"al janobi, abdulrahman",Agricultural Engineering Department
"alharbi, sulaiman ali",Botany & Microbiology Department
"al-ammar, essam a.",Electrical Engineering Department
"al-agamy, mohamed hamed",Pharmaceutical Department
"ahmad, naushad",Chemistry Department
"ahamad, tansir",Chemistry Department
"alatar, abdulrahman a.",Botany & Microbiology Department
"alayed, yasir",Radiation Oncology Unit
"alayed, yasir",Research Center
"alayed, yasir",Oncology Center
"bin rahmah, abdullah",Periodontics & Community Dental Department
"abu-obaid, ala'a",Prosthodontics Dental Science Department
"aldosari, mohammad a.",Pediatric Dental & Orthodontics Department
"alqahtani, nasser d.",Pediatric Dental & Orthodontics Department
"almosa, naif a.",Pediatric Dental & Orthodontics Department
