paper,title,author,affiliation,cite,year
3747,Synthesis of hard and tough calcium stabilized alpha-sialon/SiC ceramic composites using nano-sized precursors and spark plasma sintering,Abbas Hakeem,Nanotechnology Research Excellence Center,5,2018
3747,Synthesis of hard and tough calcium stabilized alpha-sialon/SiC ceramic composites using nano-sized precursors and spark plasma sintering,"Laoui, Tahar",Nanotechnology Research Excellence Center,5,2018
3751,Layer-by-layer assembly of carbide derived carbon-polyamide membrane for CO2 separation from natural gas,"Aljundi, Isam H.",Nanotechnology Research Excellence Center,7,2018
3761,A new water stable zinc metal organic framework as an electrode material for hydrazine sensing,"Sohail, Manzar",Nanotechnology Research Excellence Center,7,2018
3761,A new water stable zinc metal organic framework as an electrode material for hydrazine sensing,"Altaf, Muhammad",Nanotechnology Research Excellence Center,7,2018
3774,"The correlation among morphology, oxygen vacancies and properties of ZnO nanoflowers","Drmosh, Q. A.",Nanotechnology Research Excellence Center,9,2018
3776,Interfacial polymerization of facilitated transport polyamide membrane prepared from PIP and IPC for gas separation applications,"Aljundi, Isam H.",Nanotechnology Research Excellence Center,3,2018
3787,Poly aromatic hydrocarbon (naphthalene) conversion into value added chemical (tetralin): Activity and stability of MoP/AC catalyst,"Usman, Muhammad",Nanotechnology Research Excellence Center,4,2018
3787,Poly aromatic hydrocarbon (naphthalene) conversion into value added chemical (tetralin): Activity and stability of MoP/AC catalyst,"Muraza, Oki",Nanotechnology Research Excellence Center,4,2018
3787,Poly aromatic hydrocarbon (naphthalene) conversion into value added chemical (tetralin): Activity and stability of MoP/AC catalyst,"Yamani, Zain H.",Nanotechnology Research Excellence Center,4,2018
3787,Poly aromatic hydrocarbon (naphthalene) conversion into value added chemical (tetralin): Activity and stability of MoP/AC catalyst,"Al-Maythalony, Bassem A.",Nanotechnology Research Excellence Center,4,2018
3807,Facile fabrication of CeO2-TiO2 thin films via solution based CVD and their photoelectrochemical studies,"Ehsan, Muhammad Ali",Nanotechnology Research Excellence Center,4,2018
3807,Facile fabrication of CeO2-TiO2 thin films via solution based CVD and their photoelectrochemical studies,Abbas Hakeem,Nanotechnology Research Excellence Center,4,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Qamar, Mohammad",Nanotechnology Research Excellence Center,0,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Ahmed, M. I.",Nanotechnology Research Excellence Center,0,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Amaruddin, M.",Nanotechnology Research Excellence Center,0,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Sanhoob, M.",Nanotechnology Research Excellence Center,0,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Muraza, Oki",Nanotechnology Research Excellence Center,0,2018
3818,A Mesopore-Dependent Catalytic Cracking of n-Hexane Over Mesoporous Nanostructured ZSM-5,"Khan, M. Y.",Nanotechnology Research Excellence Center,0,2018
3830,Novel single source precursor for synthesis of Sb2Se3 nanorods and deposition of thin films by AACVD: Photo-electrochemical study for water reduction catalysis,"Sohail, Manzar",Nanotechnology Research Excellence Center,26,2018
3856,Evaluation of SnO2 for sunlight photocatalytic decontamination of water,"Ali, Shahid",Nanotechnology Research Excellence Center,13,2018
3897,"Highly Enhanced Visible Light Photocatalytic Performance of BiOCl/X (X = Br, I) Nanocomposites with Controllable-Exposed {001} Facets","Yamani, Z. H.",Nanotechnology Research Excellence Center,3,2018
3901,Adsorptive removal of Cd2+ from aqueous solutions by a highly stable covalent triazine-based framework,"Usman, Muhammad",Nanotechnology Research Excellence Center,14,2018
3919,Co-gasification of Indonesian coal and microalgae-A thermodynamic study and performance evaluation,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,10,2018
3920,Designing bipyridine-functionalized zirconium metal-organic frameworks as a platform for clean energy and other emerging applications,"Nguyen, Ha L.",Nanotechnology Research Excellence Center,42,2018
3920,Designing bipyridine-functionalized zirconium metal-organic frameworks as a platform for clean energy and other emerging applications,"Cordova, Kyle E.",Nanotechnology Research Excellence Center,42,2018
3927,"Pure and (Er, Al) co-doped ZnO nanoparticles: synthesis, characterization, magnetic and photocatalytic properties","Shaikh, M. Nasiruzzaman",Nanotechnology Research Excellence Center,6,2018
3927,"Pure and (Er, Al) co-doped ZnO nanoparticles: synthesis, characterization, magnetic and photocatalytic properties","Ahmed, M. I.",Nanotechnology Research Excellence Center,6,2018
3930,Comparative Study of Pure g-C3N4 and Sulfur-Doped g-C3N4 Catalyst Performance in Photo-Degradation of Persistent Pollutant Under Visible Light,"Gondal, M. A.",Nanotechnology Research Excellence Center,7,2018
3931,"Frontiers, opportunities, and challenges in perovskite solar cells: A critical review","Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,100,2018
3933,Weatherability of conventional composites and nanocomposites of PVC and rutile titanium dioxide,"Siddiqui, Mohammad Nahid",Nanotechnology Research Excellence Center,1,2018
3938,The suitability of silicon carbide for photocatalytic water oxidation,"Ali, Shahid",Nanotechnology Research Excellence Center,1,2018
3957,The Effect of Impingement Velocity and Angle Variation on the Erosion Corrosion Performance of API 5L-X65 Carbon Steel in a Flow Loop,"Toor, Ihsan Ulhaq",Nanotechnology Research Excellence Center,6,2018
3974,Gasification performance of various microalgae biomass - A thermodynamic study by considering tar formation using Aspen plus,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,19,2018
3989,Pyrolysis mechanism and thermal degradation kinetics of poly(bisphenol A carbonate)-based polymers originating in waste electric and electronic equipment,"Siddiqui, Mohammad Nahid",Nanotechnology Research Excellence Center,18,2018
4003,"Effects of Oxidizing Media on the Composition, Morphology and Optical Properties of Colloidal Zirconium Oxide Nanoparticles Synthesized via Pulsed Laser Ablation in Liquid Technique","Gondal, M. A.",Nanotechnology Research Excellence Center,9,2018
4008,Hydrocracking catalysts based on hierarchical zeolites: A recent progress,"Galadima, Ahrnad",Nanotechnology Research Excellence Center,14,2018
4008,Hydrocracking catalysts based on hierarchical zeolites: A recent progress,"Muraza, Oki",Nanotechnology Research Excellence Center,14,2018
4008,Hydrocracking catalysts based on hierarchical zeolites: A recent progress,"Muraza, Oki",Nanotechnology Research Excellence Center,14,2018
4015,Catalytic Enhancement of SAPO-34 for Methanol Conversion to Light Olefins Using in Situ Metal Incorporation,"Salih, Hassan A.",Nanotechnology Research Excellence Center,9,2018
4015,Catalytic Enhancement of SAPO-34 for Methanol Conversion to Light Olefins Using in Situ Metal Incorporation,"Muraza, Oki",Nanotechnology Research Excellence Center,9,2018
4015,Catalytic Enhancement of SAPO-34 for Methanol Conversion to Light Olefins Using in Situ Metal Incorporation,"Abussaud, Basim",Nanotechnology Research Excellence Center,9,2018
4019,Upgrading oil sand bitumen under superheated steam over ceria-based nanocomposite catalysts,"Ajumobi, Oluwole O.",Nanotechnology Research Excellence Center,20,2018
4019,Upgrading oil sand bitumen under superheated steam over ceria-based nanocomposite catalysts,"Muraza, Oki",Nanotechnology Research Excellence Center,20,2018
4028,"Engineered Tubular Nanocomposite Electrocatalysts Based on CuS for High-Performance, Durable Glucose Fuel Cells and Their Stack","Aziz, Md Abdul",Nanotechnology Research Excellence Center,27,2018
4051,Fluidizable NiO-Fe2O3/SiO2-gamma Al2O3 for tar (toluene) conversion in biomass gasification,"Adamu, Sagir",Nanotechnology Research Excellence Center,5,2018
4051,Fluidizable NiO-Fe2O3/SiO2-gamma Al2O3 for tar (toluene) conversion in biomass gasification,"Muraza, Oki",Nanotechnology Research Excellence Center,5,2018
4051,Fluidizable NiO-Fe2O3/SiO2-gamma Al2O3 for tar (toluene) conversion in biomass gasification,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,5,2018
4054,Indium Tin Oxide Nanoparticle-modified Glassy Carbon Electrode for Electrochemical Sulfide Detection in Alcoholic Medium,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,1,2018
4054,Indium Tin Oxide Nanoparticle-modified Glassy Carbon Electrode for Electrochemical Sulfide Detection in Alcoholic Medium,"Yamani, Zain H.",Nanotechnology Research Excellence Center,1,2018
4060,Emissive lead(II) benzenedicarboxylate metal-organic frameworks,"Qamar, Mohammad",Nanotechnology Research Excellence Center,0,2018
4075,Experimental parameters affecting the photocatalytic reduction performance of CO2 to methanol: A review,"Gondal, M. A.",Nanotechnology Research Excellence Center,13,2018
4084,"Synthesis, X-ray structure and cytotoxicity evaluation of carbene-based gold(I) complexes of selenones","Onawole, Abdulmujeeb T.",Nanotechnology Research Excellence Center,6,2018
4084,"Synthesis, X-ray structure and cytotoxicity evaluation of carbene-based gold(I) complexes of selenones","Al-Saadi, Abdulaziz A.",Nanotechnology Research Excellence Center,6,2018
4084,"Synthesis, X-ray structure and cytotoxicity evaluation of carbene-based gold(I) complexes of selenones","Isab, Anvarhusein A.",Nanotechnology Research Excellence Center,6,2018
4092,Bis(selenobenzoato)dibutyltin(IV) as a single source precursor for the synthesis of SnSe nanosheets and their photo-electrochemical study for water splitting,"Sohail, Manzar",Nanotechnology Research Excellence Center,19,2018
4093,Carbon dioxide capture in the presence of water by an amine-based crosslinked porous polymer,"Abdelnaby, Mahmoud",Nanotechnology Research Excellence Center,14,2018
4093,Carbon dioxide capture in the presence of water by an amine-based crosslinked porous polymer,"Cordova, Kyle E.",Nanotechnology Research Excellence Center,14,2018
4094,"Synthesis, characterization, and relaxometry studies of hydrophilic and hydrophobic superparamagnetic Fe3O4 nanoparticles for oil reservoir applications","Ali, Shahid",Nanotechnology Research Excellence Center,13,2018
4094,"Synthesis, characterization, and relaxometry studies of hydrophilic and hydrophobic superparamagnetic Fe3O4 nanoparticles for oil reservoir applications","Khan, Safyan A.",Nanotechnology Research Excellence Center,13,2018
4094,"Synthesis, characterization, and relaxometry studies of hydrophilic and hydrophobic superparamagnetic Fe3O4 nanoparticles for oil reservoir applications","Yamani, Zain H.",Nanotechnology Research Excellence Center,13,2018
4100,Electronically semitransparent ZnO nanorods with superior electron transport ability for DSSCs and solar photocatalysis,"Drmosh, Q. A.",Nanotechnology Research Excellence Center,15,2018
4108,Single step aerosol assisted chemical vapor deposition of p-n Sn(II) oxide-Ti(IV) oxide nanocomposite thin film electrodes for investigation of photoelectrochemical properties,"Ehsan, Muhammad Ali",Nanotechnology Research Excellence Center,5,2018
4108,Single step aerosol assisted chemical vapor deposition of p-n Sn(II) oxide-Ti(IV) oxide nanocomposite thin film electrodes for investigation of photoelectrochemical properties,"Yamani, Zain H.",Nanotechnology Research Excellence Center,5,2018
4108,Single step aerosol assisted chemical vapor deposition of p-n Sn(II) oxide-Ti(IV) oxide nanocomposite thin film electrodes for investigation of photoelectrochemical properties,Abbas Hakeem,Nanotechnology Research Excellence Center,5,2018
4116,Hydrothermal Stabilization of Rich Al-BEA Zeolite by Post -Synthesis Addition of Zr for Steam Catalytic Cracking of n-Dodecane,"Ahmed, Mohamed H. M.",Nanotechnology Research Excellence Center,1,2018
4116,Hydrothermal Stabilization of Rich Al-BEA Zeolite by Post -Synthesis Addition of Zr for Steam Catalytic Cracking of n-Dodecane,"Muraza, Oki",Nanotechnology Research Excellence Center,1,2018
4116,Hydrothermal Stabilization of Rich Al-BEA Zeolite by Post -Synthesis Addition of Zr for Steam Catalytic Cracking of n-Dodecane,"Galadima, Ahmad",Nanotechnology Research Excellence Center,1,2018
4116,Hydrothermal Stabilization of Rich Al-BEA Zeolite by Post -Synthesis Addition of Zr for Steam Catalytic Cracking of n-Dodecane,"Jamil, Muhammad Ahmad",Nanotechnology Research Excellence Center,1,2018
4116,Hydrothermal Stabilization of Rich Al-BEA Zeolite by Post -Synthesis Addition of Zr for Steam Catalytic Cracking of n-Dodecane,"Yamani, Zain H.",Nanotechnology Research Excellence Center,1,2018
4123,Highly selective fluorescent probe for switch-on Al3+ detection and switch-off F- detection,"Helal, Aasif",Nanotechnology Research Excellence Center,27,2018
4127,Hydrothermally stable acid-modified ZSM-22 zeolite for selective propylene production via steam-assisted catalytic cracking of n-hexane,"Jamil, Muhammad Ahmad",Nanotechnology Research Excellence Center,13,2018
4127,Hydrothermally stable acid-modified ZSM-22 zeolite for selective propylene production via steam-assisted catalytic cracking of n-hexane,"Muraza, Oki",Nanotechnology Research Excellence Center,13,2018
4127,Hydrothermally stable acid-modified ZSM-22 zeolite for selective propylene production via steam-assisted catalytic cracking of n-hexane,"Ahmed, Mohamed H. M.",Nanotechnology Research Excellence Center,13,2018
4127,Hydrothermally stable acid-modified ZSM-22 zeolite for selective propylene production via steam-assisted catalytic cracking of n-hexane,"Zainalabdeen, Ahmad",Nanotechnology Research Excellence Center,13,2018
4127,Hydrothermally stable acid-modified ZSM-22 zeolite for selective propylene production via steam-assisted catalytic cracking of n-hexane,"Yamani, Zain H.",Nanotechnology Research Excellence Center,13,2018
4128,The role of reticular chemistry in the design of CO2 reduction catalysts,"Cordova, Kyle E.",Nanotechnology Research Excellence Center,205,2018
4128,The role of reticular chemistry in the design of CO2 reduction catalysts,"Yaghi, Omar M.",Nanotechnology Research Excellence Center,205,2018
4133,12-Tungstophosphoric acid niched in Zr-based metal-organic framework: a stable and efficient catalyst for Friedel-Crafts acylation,"Usman, Muhammad",Nanotechnology Research Excellence Center,11,2018
4140,Adsorption of H-2 on Graphitic ZnO: First-Principle Analysis,"Yamani, Zain H.",Nanotechnology Research Excellence Center,0,2018
4147,Palladium nanoparticles supported on ceria thin film for capillary microreactor application,"Ganiyu, Saheed A.",Nanotechnology Research Excellence Center,5,2018
4147,Palladium nanoparticles supported on ceria thin film for capillary microreactor application,"Muraza, Oki",Nanotechnology Research Excellence Center,5,2018
4150,Effect of MWCNTs surface properties on lipase immobilization and its catalytic activity,"Malaibari, Zuhair",Nanotechnology Research Excellence Center,2,2018
4174,Microwave assisted synthesis of MTT-TON intergrowth crystals for the catalytic conversion of naphtha to olefins,"Lateef, Saheed A.",Nanotechnology Research Excellence Center,3,2018
4174,Microwave assisted synthesis of MTT-TON intergrowth crystals for the catalytic conversion of naphtha to olefins,"Bakare, Idris A.",Nanotechnology Research Excellence Center,3,2018
4174,Microwave assisted synthesis of MTT-TON intergrowth crystals for the catalytic conversion of naphtha to olefins,"Muraza, Oki",Nanotechnology Research Excellence Center,3,2018
4181,Gasification of various biomasses including microalgae using CO2 - A thermodynamic study,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,8,2018
4184,Synthesis of cadmium sulfide-reduced graphene oxide nanocomposites by pulsed laser ablation in liquid for the enhanced photocatalytic reactions in the visible light,"Gondal, M. A.",Nanotechnology Research Excellence Center,13,2018
4185,Promotional effects of Ce on Ni-Ce/gamma Al2O3 for enhancement of H-2 in hydrothermal gasification of biomass,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,6,2018
4186,Pyrolytic preparation of gold nanoparticle-coated taro carbon and its application for the selective detection of dopamine,"Al-Shehri, Mohammod Oudah",Nanotechnology Research Excellence Center,12,2018
4186,Pyrolytic preparation of gold nanoparticle-coated taro carbon and its application for the selective detection of dopamine,"Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,12,2018
4186,Pyrolytic preparation of gold nanoparticle-coated taro carbon and its application for the selective detection of dopamine,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,12,2018
4211,Zirconia-Based Nanocatalysts in Heavy Oil Upgrading: A Mini Review,"Muraza, Oki",Nanotechnology Research Excellence Center,7,2018
4213,Semiconducting oxide photocatalysts for reduction of CO2 to methanol,"Lais, Abul",Nanotechnology Research Excellence Center,10,2018
4213,Semiconducting oxide photocatalysts for reduction of CO2 to methanol,"Gondal, M. A.",Nanotechnology Research Excellence Center,10,2018
4213,Semiconducting oxide photocatalysts for reduction of CO2 to methanol,"Dastageer, Mohamed A.",Nanotechnology Research Excellence Center,10,2018
4221,Nanomaterial-based optical chemical sensors for the detection of heavy metals in water: Recent advances and challenges,"Mansha, Muhammad",Nanotechnology Research Excellence Center,61,2018
4221,Nanomaterial-based optical chemical sensors for the detection of heavy metals in water: Recent advances and challenges,"Khan, Ibrahim",Nanotechnology Research Excellence Center,61,2018
4221,Nanomaterial-based optical chemical sensors for the detection of heavy metals in water: Recent advances and challenges,"Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,61,2018
4241,Pulsed laser synthesis in liquid of efficient visible-light-active ZnO/rGO nanocomposites for improved photo-catalytic activity,"Gondal, M. A.",Nanotechnology Research Excellence Center,9,2018
4255,"Synthesis, Characterization, and DFT Investigation of a Zinc(II)-Silver(I) Bimetallic Complex, [Zn(Dmen)(2){Ag(CN)(2)}(2)][Zn(Dmen)(2)(H2O)(2)]{Ag(CN)(2)}(2) (Dmen = N,N'-Dimethylethylenediamine)","Altaf, Muhammad",Nanotechnology Research Excellence Center,0,2018
4266,Enhancement of the Photovoltaic Performance of Dye-Sensitized Solar Cells by Cosensitizing TiO2 Photoanode With Uncapped PbS Nanocrystals and Ruthenizer,Abbas Hakeem,Nanotechnology Research Excellence Center,5,2018
4276,Spectroscopic and Electrochemical Studies of the Interaction of Some Gold(III) Complexes with Biologically Relevant Thiones,"Altaf, Muhammad",Nanotechnology Research Excellence Center,2,2018
4278,Gold nanoparticles incorporated SnO2 thin film: highly responsive and selective detection of NO2 at room temperature,"Drmosh, Q. A.",Nanotechnology Research Excellence Center,7,2018
4278,Gold nanoparticles incorporated SnO2 thin film: highly responsive and selective detection of NO2 at room temperature,"Yamani, Z. H.",Nanotechnology Research Excellence Center,7,2018
4281,Fabrication of capillary force induced DNA template Ag nanopatterns for sensitive and selective enzyme-free glucose sensors,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,9,2018
4288,Facile fabrication of superhydrophobic/superoleophilic microporous membranes by spray-coating ytterbium oxide particles for efficient oil-water separation,"Baig, Umair",Nanotechnology Research Excellence Center,28,2018
4288,Facile fabrication of superhydrophobic/superoleophilic microporous membranes by spray-coating ytterbium oxide particles for efficient oil-water separation,"Gondal, M. A.",Nanotechnology Research Excellence Center,28,2018
4291,"Synthesis, characterization and anticancer evaluation of transplatin derivatives with heterocyclic thiones","Altaf, Muhammad",Nanotechnology Research Excellence Center,6,2018
4296,Isomerization of n-Butane over Cost-Effective Mordenite Catalysts Fabricated via Recrystallization of Natural Zeolites,"Kurniawan, Teguh",Nanotechnology Research Excellence Center,8,2018
4296,Isomerization of n-Butane over Cost-Effective Mordenite Catalysts Fabricated via Recrystallization of Natural Zeolites,"Muraza, Oki",Nanotechnology Research Excellence Center,8,2018
4296,Isomerization of n-Butane over Cost-Effective Mordenite Catalysts Fabricated via Recrystallization of Natural Zeolites,"Bakare, Idris A.",Nanotechnology Research Excellence Center,8,2018
4296,Isomerization of n-Butane over Cost-Effective Mordenite Catalysts Fabricated via Recrystallization of Natural Zeolites,"Sanhoob, M.",Nanotechnology Research Excellence Center,8,2018
4296,Isomerization of n-Butane over Cost-Effective Mordenite Catalysts Fabricated via Recrystallization of Natural Zeolites,"Al-Amer, Adnan M.",Nanotechnology Research Excellence Center,8,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Altaf, Muhammad",Nanotechnology Research Excellence Center,6,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Sohail, Manzar",Nanotechnology Research Excellence Center,6,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Mansha, Muhammad",Nanotechnology Research Excellence Center,6,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Iqbal, Naseer",Nanotechnology Research Excellence Center,6,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Sher, Muhammad",Nanotechnology Research Excellence Center,6,2018
4299,"Synthesis, Characterization, and Photoelectrochemical Catalytic Studies of a Water-Stable Zinc-Based Metal-Organic Framework","Ullah, Nisar",Nanotechnology Research Excellence Center,6,2018
4310,Green Synthesis of Silver Nanoparticles and Study of Their Antimicrobial Properties,"Siddiqui, Mohammad Nahid",Nanotechnology Research Excellence Center,29,2018
4322,Nanocrystalline K-F Zeolite from Rice Husk Silica as an Eco-friendly Solid Base Catalyst for the Synthesis of Jasminaldehyde under Microwave Irradiation,"Muzara, Oki",Nanotechnology Research Excellence Center,11,2018
4340,Broad Solar Spectrum-Responsive and Highly Efficient Photoanode of Nonstoichiometric TiO2 Nanoplates/Reduced Graphene Oxide,"Qamar, Mohammad",Nanotechnology Research Excellence Center,5,2018
4340,Broad Solar Spectrum-Responsive and Highly Efficient Photoanode of Nonstoichiometric TiO2 Nanoplates/Reduced Graphene Oxide,"Ahmed, Muhammad I.",Nanotechnology Research Excellence Center,5,2018
4340,Broad Solar Spectrum-Responsive and Highly Efficient Photoanode of Nonstoichiometric TiO2 Nanoplates/Reduced Graphene Oxide,"Yamani, Zain H.",Nanotechnology Research Excellence Center,5,2018
4350,Low-temperature spark plasma sintering of calcium stabilized alpha sialon using nano-size aluminum nitride precursor,Abbas Hakeem,Nanotechnology Research Excellence Center,8,2018
4350,Low-temperature spark plasma sintering of calcium stabilized alpha sialon using nano-size aluminum nitride precursor,"Laoui, Tahar",Nanotechnology Research Excellence Center,8,2018
4350,Low-temperature spark plasma sintering of calcium stabilized alpha sialon using nano-size aluminum nitride precursor,"Ehsan, Muhammad Ali",Nanotechnology Research Excellence Center,8,2018
4360,Single-step strategy for the fabrication of GaON/ZnO nanoarchitectured photoanode their experimental and computational photoelectrochemical water splitting,"Khan, Ibrahim",Nanotechnology Research Excellence Center,23,2018
4360,Single-step strategy for the fabrication of GaON/ZnO nanoarchitectured photoanode their experimental and computational photoelectrochemical water splitting,"Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,23,2018
4360,Single-step strategy for the fabrication of GaON/ZnO nanoarchitectured photoanode their experimental and computational photoelectrochemical water splitting,"Iqbal, Naseer",Nanotechnology Research Excellence Center,23,2018
4360,Single-step strategy for the fabrication of GaON/ZnO nanoarchitectured photoanode their experimental and computational photoelectrochemical water splitting,"Yamani, Zain H.",Nanotechnology Research Excellence Center,23,2018
4376,Influence of Pamoic Acid as a Complexing Agent in the Thermal Preparation of NiO Nanoparticles: Application to Electrochemical Water Oxidation,"Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,3,2018
4376,Influence of Pamoic Acid as a Complexing Agent in the Thermal Preparation of NiO Nanoparticles: Application to Electrochemical Water Oxidation,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,3,2018
4376,Influence of Pamoic Acid as a Complexing Agent in the Thermal Preparation of NiO Nanoparticles: Application to Electrochemical Water Oxidation,"Qamaruddin, Muhammad",Nanotechnology Research Excellence Center,3,2018
4382,"A facile one-step strategy for in-situ fabrication of WO3-BiVO4 nanoarrays for solar-driven photoelectrochemical water splitting applications (vol 144, pg 604, 2017)","Iqbal, Naseer",Nanotechnology Research Excellence Center,0,2018
4382,"A facile one-step strategy for in-situ fabrication of WO3-BiVO4 nanoarrays for solar-driven photoelectrochemical water splitting applications (vol 144, pg 604, 2017)","Khan, Ibrahim",Nanotechnology Research Excellence Center,0,2018
4382,"A facile one-step strategy for in-situ fabrication of WO3-BiVO4 nanoarrays for solar-driven photoelectrochemical water splitting applications (vol 144, pg 604, 2017)","Yamani, Zain H.",Nanotechnology Research Excellence Center,0,2018
4382,"A facile one-step strategy for in-situ fabrication of WO3-BiVO4 nanoarrays for solar-driven photoelectrochemical water splitting applications (vol 144, pg 604, 2017)","Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,0,2018
4385,"Synthesis, crystal structure and anticancer activity of tetrakis(N-isopropylimidazolidine-2-selenone)platinum(II) chloride","Altaf, Muhammad",Nanotechnology Research Excellence Center,3,2018
4385,"Synthesis, crystal structure and anticancer activity of tetrakis(N-isopropylimidazolidine-2-selenone)platinum(II) chloride","Sohail, Manzar",Nanotechnology Research Excellence Center,3,2018
4389,New Metal-Organic Frameworks for Chemical Fixation of CO2,"Cordova, Kyle E.",Nanotechnology Research Excellence Center,68,2018
4395,Stable and reusable nanoscale Fe2O3-catalyzed aerobic oxidation process for the selective synthesis of nitriles and primary amides,"Sohail, Manzar",Nanotechnology Research Excellence Center,20,2018
4395,Stable and reusable nanoscale Fe2O3-catalyzed aerobic oxidation process for the selective synthesis of nitriles and primary amides,"Sharif, Muhammad",Nanotechnology Research Excellence Center,20,2018
4509,Quantitative analysis of LIBS spectra using hybrid chemometric models through fusion of extreme learning machines and support vector regression,"Owolabi, Taoreed O.",Nanotechnology Research Excellence Center,5,2018
4509,Quantitative analysis of LIBS spectra using hybrid chemometric models through fusion of extreme learning machines and support vector regression,"Gondal, M. A.",Nanotechnology Research Excellence Center,5,2018
4565,"Synthesis, Characterization and Applications of Magnetic Iron Oxide Nanostructures","Khan, Ibrahim",Nanotechnology Research Excellence Center,8,2018
4565,"Synthesis, Characterization and Applications of Magnetic Iron Oxide Nanostructures","Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,8,2018
4569,Preparation of Nano-Co3O4 by Direct Thermal Decomposition of Cobalt(II) Nitrate Hexahydrate for Electrochemical Water Oxidation,"Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,3,2018
4569,Preparation of Nano-Co3O4 by Direct Thermal Decomposition of Cobalt(II) Nitrate Hexahydrate for Electrochemical Water Oxidation,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,3,2018
4569,Preparation of Nano-Co3O4 by Direct Thermal Decomposition of Cobalt(II) Nitrate Hexahydrate for Electrochemical Water Oxidation,Abbas Hakeem,Nanotechnology Research Excellence Center,3,2018
4588,Starch-NiFe-layered double hydroxide composites: Efficient removal of methyl orange from aqueous phase,"Al-Harthi, Mamdouh A.",Nanotechnology Research Excellence Center,32,2018
4606,The first morphologically controlled synthesis of a nanocomposite of graphene oxide with cobalt tin oxide nanoparticles,"Janjua, Muhammad Ramzan Saeed Ashraf",Nanotechnology Research Excellence Center,5,2018
4627,"Effect of Carboxylic Functional Group Functionalized on Carbon Nanotubes Surface on the Removal of Lead from Water (vol 2010, 603978, 2010)",Muataz Ali Atieh,Nanotechnology Research Excellence Center,0,2018
4627,"Effect of Carboxylic Functional Group Functionalized on Carbon Nanotubes Surface on the Removal of Lead from Water (vol 2010, 603978, 2010)","Tawabini, Bassam S.",Nanotechnology Research Excellence Center,0,2018
4627,"Effect of Carboxylic Functional Group Functionalized on Carbon Nanotubes Surface on the Removal of Lead from Water (vol 2010, 603978, 2010)","Abuilaiwi, Faraj Ahmad",Nanotechnology Research Excellence Center,0,2018
4657,Mechanical Properties of Polyethylene-Carbon Nanotube Composites Synthesized by In Situ Polymerization Using Metallocene Catalysts,"Al-Harthi, Mamdouh A.",Nanotechnology Research Excellence Center,1,2018
89,Effect of boron on the efficiency of MoCo catalysts supported on alumina for the hydrodesulfurization of liquid fuels,"Al-Hammadi, Saddam A.",Nanotechnology Research Excellence Center,28,2019
117,Ultrasmall Ni/NiO Nanoclusters on Thiol-Functionalized and -Exfoliated Graphene Oxide Nanosheets for Durable Oxygen Evolution Reaction,"Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,20,2019
118,Graphitic Carbon Nitride Impregnated Niobium oxide (g-C3N4/Nb2O5) Type (II) Heterojunctions and its Synergetic Solar-Driven Hydrogen Generation,"Khan, Ibrahim",Nanotechnology Research Excellence Center,14,2019
