paper,title,author,affiliation,cite,year,collabs
19794,"NSTX/NSTX-U theory, modeling and analysis results","bedoya, f.",Mechanical Engineering Department,7,2019,0
19795,Overview of first Wendelstein 7-X high-performance operation,"baek, s. g.",Mechanical Engineering Department,46,2019,0
19796,DIII-D research towards establishing the scientific basis for future fusion reactors,"bonoli, p. t.",Mechanical Engineering Department,5,2019,0
19797,Progress in disruption prevention for ITER,"granetz, r. s.",Plasma Science & Fusion Center,7,2019,0
19798,Recent advances in EAST physics experiments in support of steady-state operation for ITER and CFETR,"bill, beck",Plasma Science & Fusion Center,22,2019,0
19799,YANG-BAXTER FIELD FOR SPIN HALL-LITTLEWOOD SYMMETRIC FUNCTIONS,"bufetov, alexey",Mathematics Department,2,2019,0
19800,"LIM and cysteine-rich domains 1 (LMCD1) regulates skeletal muscle hypertrophy, calcium handling, and force","agudelo, leandro z.",Computer Science & Artificial Intelligence Lab,1,2019,0
19802,MHC-II neoantigens shape tumour immunity and response to immunotherapy,"dupage, michel",David H Koch Institute Integrative Cancer Research,77,2019,1
19803,Engineering orthogonal signalling pathways reveals the sparse occupancy of sequence space,"mcclune, conor j.",Biological Department,7,2019,2
19805,Nuclear theory and event generators for charge-changing neutrino reactions,"donnelly, t. w.",Theoretical Physical Lab,1,2019,1
19806,Modulation of hippocampal neuronal resilience during aging by the Hsp70/Hsp90 co-chaperone STI1,"farhan, sali m. k.",Broad Institute,1,2020,0
19808,Investigation of the conserved reentrant membrane helix in the monotopic phosphoglycosyl transferase superfamily supports key molecular interactions with polyprenol phosphate substrates,"entova, sonya",Biological Department,1,2019,1
19809,Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleoperation,"kim, sangbae",Mechanical Engineering Department,4,2019,0
19810,The mechanisms and meteorological drivers of the summertime ozone-temperature relationship,"heald, colette l.",Civil & Environmental Engineering Department,6,2019,0
19811,Deubiquitylase USP7 regulates human terminal erythroid differentiation by stabilizing GATA1,"sankaran, vijay g.",Broad Institute,8,2019,0
19812,Radio Occultation Observations of the Solar Corona Over 1.60-1.86 R-circle dot: Faraday Rotation and Frequency Shift Analysis,"coster, anthea j.",Broad Institute,1,2019,0
19813,Toward Robust Functional Neuroimaging Genetics of Cognition,"mineroff, zachary",Brain & Cognitive Science Department,1,2019,1
19814,Multiple roles for HIV broadly neutralizing antibodies,"burton, dennis r.",Ragon Institute,10,2019,0
19815,"Formation and Preservation of Microbial Palisade Fabric in Silica Deposits from El Tatio, Chile","gong, jian",Earth Atmospheric & Planetary Science Department,3,2020,0
19817,Magnetotrichography: Measuring the dc magnetic field produced by hair follicles,"cohen, david",Francis Bitter Magnet Lab,0,2019,0
19820,Large expert-curated database for benchmarking document similarity detection in biomedical literature search,"liang, dai",Singaporemit  Alliance Research & Technology,2,2019,0
19821,Rainbow Fractional Matchings,"jiang, zilin",Mathematics Department,0,2019,0
19823,A puzzle about rates of change,"builes, david",Mathematics Department,1,2020,0
19824,Carrier localization in perovskite nickelates from oxygen vacancies,"li, jiarui",Physical Department,7,2019,0
19825,A relatively wide-bandgap and air-stable donor polymer for fabrication of efficient semitransparent and tandem organic photovoltaics,"tavakoli, mohammad mahdi",Electrical Engineering & Computer Science Department,9,2019,0
19826,Pericytes Contribute to Dysfunction in a Human 3D Model of Placental Microvasculature through VEGF-Ang-Tie2 Signaling,"haase, kristina",Electrical Engineering & Computer Science Department,5,2019,0
19827,Origami Metawall: Mechanically Controlled Absorption and Deflection of Light,"jing, liqiao",Physical Department,3,2019,0
19828,Heat exchange with interband tunneling,"chen, peng",Electrical Research Lab,0,2019,0
19829,Wind-Forced Symmetric Instability at a Transient Mid-Ocean Front,"su, zhan",Electrical Research Lab,1,2019,0
19830,Path-accelerated stochastic molecular dynamics: Parallel-in-time integration using path integrals,"zhang, bin",Chemical Department,2,2019,0
19831,Fast and precise global maximum power point tracking techniques for photovoltaic system,"jain, abhinandan",Media Lab,1,2019,0
19832,Recent Progress and Perspectives of Thermally Drawn Multimaterial Fiber Electronics,"loke, gabriel",Electrical Research Lab,15,2020,4
19833,Supercontinuum generation in varying dispersion and birefringent silicon waveguide,"singh, neetesh",Electrical Research Lab,9,2019,0
19834,Overlapping domains for topology optimization of large-area metasurfaces,"lin, zin",Mathematics Department,5,2019,0
19835,Time-Slice Rationality and Self-Locating Belief,"builes, david",Mathematics Department,0,2020,0
19836,Subtracted cumulants: Mitigating large background in jet substructure,"chien, yang-ting",Theoretical Physical Lab,0,2019,0
19837,From benzene to naphthalene: direct measurement of reactions and intermediates of phenyl radicals and acetylene,"chu, te-chun",Theoretical Physical Lab,2,2019,0
19838,Roadmap on STIRAP applications,"barnum, t. j.",Chemical Department,15,2019,1
19839,Evaluation of the Mesospheric Polar Vortices in WACCM,"goncharenko, larisa p.",Ultracold Atoms Lab,0,2019,0
19840,Prenatal and perinatal history in Kabuki Syndrome,"bodamer, olaf",Broad Institute,0,2020,0
19842,Nonlinear Dynamics of Preheating after Multifield Inflation with Nonminimal Couplings,"kaiser, david, i",Physical Department,5,2019,0
19843,Measurement of Dielectric Multipactor Thresholds at 110 GHz,"schaub, s. c.",Physical Department,0,2019,0
19844,Structural basis for the docking of mTORC1 on the lysosomal surface,"rogala, kacper b.",Howard Hughes Medicine Institute,23,2019,2
19845,Super-elastic ferroelectric single-crystal membrane with continuous electric dipole rotation,"li, ju",Nuclear Science & Engineering Department,30,2019,0
19846,Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration,"menon, madhvi",Broad Institute,20,2019,5
19847,de Haas-van Alphen effect of correlated Dirac states in kagome metal Fe3Sn2,"ye, linda",Physical Department,8,2019,0
19848,Imagining the Biometric Future: Debates Over National Biometric Identification in Israel,"spektor, michelle",Physical Department,0,2020,0
19849,Data assimilation method to de-noise and de-filter particle image velocimetry data,"yue, dick k. p.",Physical Department,2,2019,0
19850,Targeted inhibition of CD47-SIRP alpha requires Fc-Fc gamma R interactions to maximize activity in T-cell lymphomas,"weinstock, david m.",Broad Institute,6,2019,0
19851,Flat entanglement spectra in fixed-area states of quantum gravity,"harlow, daniel",Theoretical Physical Lab,15,2019,0
19852,Genome-wide association and epidemiological analyses reveal common genetic origins between uterine leiomyomata and endometriosis,"morton, stephen",Broad Institute,4,2019,0
19853,Patient-Customized Oligonucleotide Therapy for a Rare Genetic Disease,"lee, e. a.",Broad Institute,64,2019,0
19854,"Mimicking immune signatures of flavivirus infection with targeted adjuvants improves dengue subunit vaccine immunogenicity (vol 4, pg 27, 2019)","wong, lan hiong",Singaporemit  Alliance Research & Technology,0,2019,2
19855,Characteristics and Transformation of Pacific Winter Water on the Chukchi Sea Shelf in Late Spring,"pacini, astrid",Biological Department,1,2019,0
19856,Quantum computing takes flight,"oliver, william d.",Electrical Engineering & Computer Science Department,1,2019,2
19857,Topologically enabled ultrahigh-Q guided resonances robust to out-of-plane scattering,"soljacic, marin",Physical Department,47,2019,0
19858,The microbiota regulate neuronal function and fear extinction learning,"chung, hattie",Broad Institute,42,2019,1
19859,Excited-state effects in nucleon structure on the lattice using hybrid interpolators,"negele, john",Theoretical Physical Lab,1,2019,0
19860,Viscoelastic fishbones,"keshavarz, bavand",Mechanical Engineering Department,0,2019,0
19861,Reduced adhesion of sparkling water droplets,"panchanathan, divya",Mechanical Engineering Department,3,2019,0
19862,Strongly Correlated Quantum Gas Prepared by Direct Laser Cooling,"solano, pablo",Physical Department,2,2019,1
19863,Systematic calibration error requirements for gravitational-wave detectors via the Cramer-Rao bound,"hall, evan d.",Laser Interferometer Gravitational Wave Observatory  Lab,2,2019,0
19864,Behavioral predictors of subsequent respiratory illness signs in dogs admitted to an animal shelter,"hekman, jessica p.",Broad Institute,1,2019,0
19865,A NEW BASIS FOR THE REPRESENTATION RING OF A WEYL GROUP,"lusztig, g.",Mathematics Department,1,2019,0
19866,Mechanochemical Effects of Adsorbates at Nanoelectromechanical Switch Contacts,"yang, jing",Chemical Engineering Department,0,2019,0
19867,Charge-Carrier Recombination in Halide Perovskites,"dequilettes, dane w.",Electrical Research Lab,41,2019,0
19868,Reactivity and Synthetic Applications of Multicomponent Petasis Reactions,"wu, peng",Broad Institute,25,2019,1
19869,A rapid triage test for active pulmonary tuberculosis in adult patients with persistent cough,"ahmad, rushdy",Broad Institute,7,2019,0
19870,"From ideal to reality: segmentation, annotation, and recommendation, the vital trajectory of intelligent micro learning","shen, jun",Electrical Research Lab,1,2020,0
19871,Cosmic ray spectrum and composition from PeV to EeV using 3 years of data from IceTop and IceCube,"arguelles, c.",Physical Department,3,2019,0
19872,Efficient Classical Simulation of Clifford Circuits with Nonstabilizer Input States,"koh, dax enshan",Mathematics Department,0,2019,0
19873,Resistin expression in human monocytes is controlled by two linked promoter SNPs mediating NFKB p50/p50 binding and C-methylation,"c. h. del rosario, ricardo",Broad Institute,1,2019,0
19874,Pushing regional studies beyond its borders,"delgado, mercedes",Broad Institute,3,2020,0
19875,Functionalization of Electrospun Membranes with Polyelectrolytes for Separation of Oil-In-Water Emulsions,"lin, yi min",Material Science & Engineering Department,4,2019,1
19876,"Engaging Aldehydes in CuH-Catalyzed Reductive Coupling Reactions: Stereoselective Allylation with Unactivated 1,3-Diene Pronucleophiles","li, chengxi",Chemical Department,12,2019,0
19877,Probing the Sources of Uncertainty in Transient Warming on Different Timescales,"lutsko, nicholas j.",Earth Atmospheric & Planetary Science Department,1,2019,0
19878,Finding cliques using few probes,"gamarnik, david",Earth Atmospheric & Planetary Science Department,0,2020,0
19879,"Dynamically Reconfigurable, Multifunctional Emulsions with Controllable Structure and Movement","ku, kang hee",Chemical Department,4,2019,0
19880,"Tuning Electrical, Optical, and Thermal Properties through Cation Disorder in Cu2ZnSnS4","ye, kevin",Material Science & Engineering Department,3,2019,2
19881,CD45 functions as a signaling gatekeeper in T cells,"shvets, alexey a.",Medicine Engineering & Science Institute,4,2019,4
19882,Induction of metabolic quiescence defines the transitional to follicular B cell switch,"farmer, jocelyn r.",Ragon Institute,4,2019,3
19883,CRH Promotes the Neurogenic Activity of Neural Stem Cells in the Adult Hippocampus,"rubin, lee l.",Broad Institute,0,2019,0
19884,Parallel Implementation of High-Fidelity Multiqubit Gates with Neutral Atoms,"vuletic, vladan",Physical Department,38,2019,1
19885,Dynamics of beneficial epidemics,"kolchinsky, artemy",Electrical Research Lab,0,2019,0
19886,Highly efficient evaluation of diffusion networks in Li ionic conductors using a 3D-corrugation descriptor,"france-lanord, arthur",Material Science & Engineering Department,0,2019,0
19887,Expanding the stoichiometric window for metal cross-linked gel assembly using competition,"cazzell, seth allen",Material Science & Engineering Department,0,2019,0
19888,Genetic contributions to variation in human stature in prehistoric Europe,"maier, robert m.",Broad Institute,8,2019,0
19889,Ferromagnetic resonance of perpendicularly magnetized Tm3Fe5O12/Pt heterostructures,"quindeau, a.",Material Science & Engineering Department,2,2019,0
19890,Electrical manipulation of spin pumping signal through nonlocal thermal magnon transport,"fan, yabin",Microsystems Technology Labs,0,2019,0
19891,Dissipative particle dynamics for directed self-assembly of block copolymers,"huang, hejin",Material Science & Engineering Department,0,2019,0
19892,Rheological properties and failure of alginate hydrogels with ionic and covalent crosslinks,"hashemnejad, seyed meysam",Chemical Engineering Department,8,2019,0
19893,Murine Calprotectin Coordinates Mn(II) at a Hexahistidine Site with Ca(II)-Dependent Affinity,"hadley, rose c.",Chemical Department,3,2019,0
19894,Inserting Amide into NOTT-101 to Sharply Enhance Volumetric and Gravimetric Methane Storage Working Capacity,"zhu, zhi",Material Science & Engineering Department,3,2019,0
19895,Accuracy assessment of fusion transcript detection via read-mapping and de novo fusion transcript assembly-based methods,"haas, brian j.",Broad Institute,23,2019,2
19896,Enantiomeric glycosylated cationic block co-beta-peptides eradicate Staphylococcus aureus biofilms and antibiotic-tolerant persisters,"turvey, michelle e.",Singaporemit  Alliance Research & Technology Center,11,2019,2
19897,Environment-assisted Quantum-enhanced Sensing with Electronic Spins in Diamond,"cooper, alexandre",Nuclear Science & Engineering Department,4,2019,1
19898,Extracting a short distance top mass with light grooming,"pathak, aditya",Theoretical Physical Lab,9,2019,0
19899,Band engineering of a magnetic thin film rare-earth monopnictide: A platform for high Chern number,"inoue, hisashi",Physical Department,0,2019,0
19900,"Dehydration assessment via portable, single sided magnetic resonance sensor","bashyam, ashvin",David H Koch Institute Integrative Cancer Research,1,2020,2
19902,Bloch-band picture for light-pulse atom diffraction and interferometry,"jamison, alan o.",Physical Department,3,2019,1
19903,Ab initio exact diagonalization simulation of the Nagaoka transition in quantum dots,"liu, fang",Chemical Engineering Department,4,2019,0
19904,Biallelic mutation of FBXL7 suggests a novel form of Hennekam syndrome,"boone, philip m.",Chemical Engineering Department,4,2020,0
19905,Articulating: the neural mechanisms of speech production,"guenther, frank h.",Picower Institute,2,2019,0
19906,The Reliability of the Low-latency Estimation of Binary Neutron Star Chirp Mass,"biscoveanu, sylvia",Laser Interferometer Gravitational Wave Observatory  Lab,1,2019,2
19907,No Sign of G2's Encounter Affecting Sgr A*'s X-Ray Flaring Rate from Chandra Observations,"baganoff, fred",Kavli Astrophysics & Space Science Institute,3,2019,0
19908,Discovery and Identification of MAXI J1621-501 as a Type I X-Ray Burster with a Super-orbital Period,"chakrabarty, deepto",Kavli Astrophysics & Space Science Institute,0,2019,0
19909,Stable Radio Core of the Blazar Mrk 501 during High-energy Active State in 2012,"akiyama, kazunori",Kavli Astrophysics & Space Science Institute,0,2019,0
19910,The Galactic Bulge Diffuse Emission in Broadband X-Rays with NuSTAR,"perez, kerstin",Physical Department,2,2019,0
19911,Understanding and control of interactions between carbon nanotubes and polymers for manufacturing of high-performance composite materials,"chazot, cecile a. c.",Mechanical Engineering Department,4,2019,1
19912,Dealing with workability loss challenge in SCC mixtures incorporating natural pozzolans: A study of natural zeolite and pumice,"azarijafari, hessam",Civil & Environmental Engineering Department,5,2019,0
19913,Risk reduction measures of large wood accumulations at bridges,"schalko, isabella",Civil & Environmental Engineering Department,3,2020,0
19915,Independent evolution of rosmarinic acid biosynthesis in two sister families under the Lamiids clade of flowering plants,"levsh, olesya",Biological Department,4,2019,0
19916,Hyperconjugative Antiaromaticity Activates 4H-Pyrazoles as Inverse-Electron-Demand Diels-Alder Dienes,"levandowski, brian j.",Chemical Department,5,2019,0
19917,Hydrogen bonding structure of confined water templated by a metal-organic framework with open metal sites,"rieth, adam j.",Chemical Department,9,2019,0
19918,Identification of atrial fibrillation associated genes and functional non-coding variants,"ellinor, patrick t.",Broad Institute,12,2019,0
19919,Individual variation in simulated fetal SAR assessed in multiple body models,"adalsteinsson, elfar",Electrical Engineering & Computer Science Department,2,2020,2
19920,Photocatalytic deracemization fixes the mix,"wendlandt, alison e.",Chemical Department,0,2019,0
19921,Technological challenges and milestones for writing genomes,"gordon, d. benjamin",Biological Engineering Department,9,2019,0
19922,Genetic regulatory variation in populations informs transcriptome analysis in rare disease,"cummings, beryl b.",Broad Institute,12,2019,0
19923,Oxygen fugacities of extrasolar rocks: Evidence for an Earth-like geochemistry of exoplanets,"schlichting, hilke e.",Earth Atmospheric & Planetary Science Department,23,2019,0
19924,Semilinear automorphisms of classical groups and quivers,"yun, zhiwei",Mathematics Department,0,2019,0
19925,Search for Subsolar Mass Ultracompact Binaries in Advanced LIGO's Second Observing Run,"aggarwal, n.",Mathematics Department,15,2019,0
19926,Learning and transfer of complex motor skills in virtual reality: a perspective review,"huber, meghan e.",Mechanical Engineering Department,9,2019,0
19927,Circle of Willis anomalies in Turner syndrome: Absent A1 segment of the anterior cerebral artery,"page, david c.",Biological Department,0,2019,0
19928,Continuous Flow Synthesis of ACE Inhibitors From N-Substituted l-Alanine Derivatives,"breen, christopher p.",Chemical Department,3,2019,0
19929,Knowing What You Know in Brain Segmentation Using Bayesian Deep Neural Networks,"kaczmarzyk, jakub r.",Mcgovern Institute Brain Research Center,2,2019,0
19930,Reading-out task variables as a low-dimensional reconstruction of neural spike trains in single trials,"hu, ming",Picower Institute,1,2019,0
19931,Poor prognoses of open globe injuries with concomitant orbital fractures,"gaier, eric d.",Brain & Cognitive Science Department,0,2020,0
19932,Atom-Based Bootstrap Embedding For Molecules,"ye, hong-zhou",Chemical Department,2,2019,0
19933,Planar in-hand manipulation via motion cones,"chavan-dafle, nikhil",Chemical Department,2,2020,0
19934,Decoding human fetal liver haematopoiesis,"kowalczyk, monika s.",Broad Institute,39,2019,1
19935,Population imaging of neural activity in awake behaving mice,"piatkevich, kiryl d.",Media Lab,28,2019,6
19936,Spliceosomal disruption of the non-canonical BAF complex in cancer,"michel, brittany c.",Broad Institute,32,2019,0
19937,"Genome-wide Association Studies in Ancestrally Diverse Populations: Opportunities, Methods, Pitfalls, and Recommendations","walters, raymond k.",Broad Institute,18,2019,0
19938,An Ancient Harappan Genome Lacks Ancestry from Steppe Pastoralists or Iranian Farmers,"mallick, swapan",Broad Institute,8,2019,0
19939,Optical Pooled Screens in Human Cells,"feldman, d.",Broad Institute,21,2019,7
19942,"Protein Chemistry Looking Ahead: 8th Chemical Protein Synthesis Meeting 16-19 June 2019, Berlin, Germany","hartrampf, nina",Chemical Department,0,2019,0
19943,Contrasting Characteristics and Evolution of Southerly Low-Level Jets During Different Boundary-Layer Regimes,"bonin, timothy a.",Lincoln Lab,0,2020,0
19944,Enhanced spin orbit interaction of light in highly confining optical fibers for mode division multiplexing,"golowich, s.",Lincoln Lab,3,2019,0
19945,GWAS of mosaic loss of chromosome Y highlights genetic effects on blood cell differentiation,"loh, po-ru",Broad Institute,4,2019,0
19946,"Inverse-kinematics proton scattering from S-42,S-44, P-41,P-43, and the collapse of the N=28 major shell closure","belarge, j.",Lincoln Lab,5,2019,0
19947,"Exciting black hole modes via misaligned coalescences. I. Inspiral, transition, and plunge trajectories using a generalized Ori-Thorne procedure","apte, anuj",Physical Department,8,2019,1
19948,Exciting black hole modes via misaligned coalescences. II. The mode content of late-time coalescence waveforms,"lim, halston",Physical Department,6,2019,1
19949,Learning about Black Hole Binaries from their Ringdown Spectra,"hughes, scott a.",Physical Department,6,2019,1
19950,Neutron Time-of-Flight Measurements of Charged-Particle Energy Loss in Inertial Confinement Fusion Plasmas,"johnson, m. gatu",Kavli Astrophysics & Space Science Institute,3,2019,0
19951,Dual number-based variational data assimilation: Constructing exact tangent linear and adjoint code from nonlinear model evaluations,"hill, christopher n.",Earth Atmospheric & Planetary Science Department,0,2019,0
19952,Intact Crystalline Semiconducting Graphene Nanoribbons from Unzipping Nitrogen-Doped Carbon Nanotubes,"cho, soo-yeon",Chemical Engineering Department,2,2019,0
19953,Dry Transfer of van der Waals Crystals to Noble Metal Surfaces To Enable Characterization of Buried Interfaces,"singh, akshay",Material Science & Engineering Department,2,2019,0
19954,Infinite All-Layers Simple Foldability,"avery, cordelia",Material Science & Engineering Department,0,2020,0
19955,Phenotypic Suppression of ALS/FTD-Associated Neurodegeneration Highlights Mechanisms of Dysfunction,"lagier-tourenne, clotilde",Broad Institute,1,2019,0
19956,"Beta Oscillations in Working Memory, Executive Control of Movement and Thought, and Sensorimotor Function","lundqvist, mikael",Brain & Cognitive Science Department,7,2019,0
19957,Brain Mechanisms of Concept Learning,"wutz, andreas",Picower Institute,3,2019,1
19958,The Storytelling Brain: How Neuroscience Stories Help Bridge the Gap between Research and Society,"blum, deborah",Brain & Cognitive Science Department,0,2019,0
19959,Preserving Inhibition during Developmental Hearing Loss Rescues Auditory Learning and Perception,"dimidschstein, jordane",Broad Institute,1,2019,0
19960,GABAergic Inhibition Gates Perceptual Awareness During Binocular Rivalry,"mentch, jeff",Mcgovern Institute Brain Research Center,6,2019,1
19961,Phase-field crystal model for heterostructures,"heinonen, vili",Mathematics Department,1,2019,0
19962,"Microstructured thin-film electrode technology enables proof of concept of scalable, soft auditory brainstem implants","tringides, christina m.",Health Science & Technology Division,6,2019,0
19963,Impact of ICM disturbances on the mean pressure profile of galaxy clusters: A prospective study of the NIKA2 SZ large program with MUSIC synthetic clusters,"ruppin, f.",Kavli Astrophysics & Space Science Institute,4,2019,0
19964,Cross-disorder analysis of schizophrenia and 19 immune-mediated diseases identifies shared genetic risk,"raychaudhuri, soumya",Broad Institute,5,2019,0
19965,Experimental investigation of strut-and-tie layouts in deep RC beams designed with hybrid bi-linear topology optimization,"jewett, jackson l.",Civil & Environmental Engineering Department,4,2019,0
19966,Genome aging: somatic mutation in the brain links age-related decline with disease and nominates pathogenic mechanisms,"lodato, michael a.",Broad Institute,7,2019,0
19967,Metrics for next-generation gravitational-wave detectors,"hall, evan d.",Laser Interferometer Gravitational Wave Observatory  Lab,6,2019,0
19968,Primary energy and exergy of desalination technologies in a power-water cogeneration scheme,"bouma, andrew",Mechanical Engineering Department,9,2019,0
19969,"Charge Accumulation, Recombination, and Their Associated Time Scale in Efficient (GUA)(x)(MA)(1-x)PbI3-Based Perovskite Solar Cells","tavakoli, mohammad mandi",Electrical Engineering & Computer Science Department,8,2019,1
19970,"A general constitutive model for dense, fine-particle suspensions validated in many geometries","baumgarten, aaron s.",Aeronautics & Astronaut Department,4,2019,1
19971,Waterproof molecular monolayers stabilize 2D materials,"su, cong",Nuclear Science & Engineering Department,4,2019,4
19972,Shape-shifting structured lattices via multimaterial 4D printing,"van rees, wim m.",Mechanical Engineering Department,24,2019,0
19973,Intrinsically undamped plasmon modes in narrow electron bands,"lewandowski, cyprian",Physical Department,7,2019,0
19974,Probing Surface Hydration and Molecular Structure of Zwitterionic and Polyacrylamide Hydrogels,"parada, german alberto",Chemical Engineering Department,3,2019,1
19975,A Call to Action for Intermediate and Secondary School Lifestyle Medicine Education: Instating Healthy Teen Behaviors,"bolze, andrew",Broad Institute,0,2020,0
19976,"Climate-Conscious Urban Growth Mitigates Urban Warming: Evidence from Shenzhen, China","norford, leslie",Architecture Department,3,2019,0
19977,Gain-of-Function Claims for Type-2-Diabetes-Associated Coding Variants in SLC16A11 Are Not Supported by the Experimental Data,"hoch, eitan",Broad Institute,4,2019,1
19978,Global impact of somatic structural variation on the DNA methylome of human cancers,"chin, lynda",Broad Institute,4,2019,0
19979,Transcriptional Atlas of Intestinal Immune Cells Reveals that Neuropeptide alpha-CGRP Modulates Group 2 Innate Lymphoid Cell Responses,"xu, heping",Broad Institute,17,2019,2
19980,Calcitonin Gene-Related Peptide Negatively Regulates Alarmin-Driven Type 2 Innate Lymphoid Cell Responses,"riesenfeld, samantha",Broad Institute,20,2019,1
19981,Germline-Encoded Affinity for Cognate Antigen Enables Vaccine Amplification of a Human Broadly Neutralizing Response against Influenza Virus,"sangesland, maya",Ragon Institute,9,2019,3
19982,A Molecular Signature in Blood Reveals a Role for p53 in Regulating Malaria-Induced Inflammation,"deriso, elizabeth a.",Ragon Institute,7,2019,0
19983,An Algorithm to Generate Synthetic 3D Microstructures from 2D Exemplars,"harris, william h.",Ragon Institute,1,2020,0
19984,Engineering third-order optical nonlinearities in hybrid chalcogenide-on-silicon platform,"serna, samuel",Material Science & Engineering Department,5,2019,0
19985,Walker Breakdown with a Twist: Dynamics of Multilayer Domain Walls and Skyrmions Driven by Spin-Orbit Torque,"lemesh, ivan",Material Science & Engineering Department,1,2019,0
19986,Developmentally regulated KCC2 phosphorylation is essential for dynamic GABA-mediated inhibition and survival,"alper, seth l.",Broad Institute,10,2019,0
19987,Analog Coupled Oscillator Based Weighted Ising Machine,"chou, jeffrey",Lincoln Lab,8,2019,0
19988,Hemispherical Shifted Symmetry in Polar Cap Patch Occurrence: A Survey of GPS TEC Maps From 2015-2018,"coster, a. j.",Lincoln Lab,2,2019,0
19989,Scale-invariant magnetic textures in the strongly correlated oxide NdNiO3,"li, jiarui",Physical Department,4,2019,0
19990,Designing solid solution hardening to retain uniform ductility while quadrupling yield strength,"li, ju",Nuclear Science & Engineering Department,3,2019,1
19991,Fault detection in commercial building VAV AHU: A case study of an academic building,"deshmukh, suhrid",Material Science & Engineering Department,4,2019,0
19992,Patterns of Psychiatric Comorbidity and Genetic Correlations Provide New Insights Into Differences Between Attention-Deficit/Hyperactivity Disorder and Autism Spectrum Disorder,"zayats, tetyana",Broad Institute,11,2019,0
19993,Simulation of failure in laminated polymer composites: Building-block validation,"wardle, brian l.",Aeronautics & Astronaut Department,3,2019,0
19996,In-situ current distribution and mass transport analysis via strip cell architecture for a vanadium redox flow battery,"gandomi, yasser ashraf",Chemical Engineering Department,2,2019,0
19997,"Seismological constraints on the density, thickness and temperature of the lithospheric mantle in southwestern Tibet","matchette-downes, harry",Earth Atmospheric & Planetary Science Department,2,2019,0
19998,Mechanical design and multifunctional applications of chiral mechanical metamaterials: A review,"wu, wenwang",Mechanical Engineering Department,33,2019,0
19999,Field and laboratory validation of remote rover operations Science Team findings: The CanMars Mars Sample Return analogue mission,"pontefract, alexandra",Earth Atmospheric & Planetary Science Department,0,2019,0
20000,In situ examination of engineered local additives in cement paste via neutron based scattering techniques,"kupwade-patil, kunal",Civil & Environmental Engineering Department,0,2020,0
20001,The pressure to communicate efficiently continues to shape language use later in life,"rubio-fernandez, paula",Brain & Cognitive Science Department,0,2020,0
20002,Contrasting Inflammatory Signatures in Peripheral Blood and Bronchoalveolar Cells Reveal Compartment-Specific Effects of HIV Infection,"schiff, a.",Ragon Institute,0,2020,0
20003,Influence of Binding Site Affinity Patterns on Binding of Multivalent Polymers,"zumbro, emiko",Material Science & Engineering Department,0,2020,0
20004,Acid Gas Capture at High Temperatures Using Molten Alkali Metal Borates,"halliday, cameron",Chemical Engineering Department,1,2020,0
20005,Emergence of simple patterns in many-body systems: from macroscopic objects to the atomic nucleus,"ruiz, r. f. garcia",Chemical Engineering Department,0,2020,0
20006,Developing Scaling Relationships for Molecular Electrocatalysis through Studies of Fe-Porphyrin-Catalyzed O-2 Reduction,"pegis, michael l.",Chemical Department,4,2020,0
20007,Precise phylogenetic analysis of microbial isolates and genomes from metagenomes using PhyloPhlAn 3.0,"huttenhower, curtis",Broad Institute,2,2020,0
20008,Structural Characterization of Cardiac Ex Vivo Transthyretin Amyloid: Insight into the Transthyretin Misfolding Pathway In Vivo,"michael, brian",Chemical Department,1,2020,0
20009,Uncovering the role of Symbiodiniaceae assemblage composition and abundance in coral bleaching response by minimizing sampling and evolutionary biases,"lax, simon",Physical Department,0,2020,0
20010,The Effect of PCSK9 (Proprotein Convertase Subtilisin/Kexin Type 9) Inhibition on the Risk of Venous Thromboembolism,"roselli, carolina",Broad Institute,6,2020,0
20011,The urgent need for integrated science to fight COVID-19 pandemic and beyond,"ogino, shuji",Broad Institute,9,2020,0
20012,Convex optimization of programmable quantum computers,"lloyd, seth",Mechanical Engineering Department,3,2020,1
20013,The protective benefits of tsunami mitigation parks and ramifications for their strategic design,"mazereeuw, miho",Architecture Department,0,2020,0
20014,Structural basis for divergent and convergent evolution of catalytic machineries in plant aromatic amino acid decarboxylase proteins,"smith, tyler",Biological Department,1,2020,0
20015,Hardly Silent: Exploring Civic Engagement and Participation among a Panel of Adults Ages 85+,"rudnik, john",Age Lab,0,2020,0
20018,Spontaneous Electrokinetic Magnus Effect,"sherman, zachary m.",Chemical Engineering Department,0,2020,0
20019,Strategies for High-Performance Solid-State Triplet-Triplet-Annihilation-Based Photon Upconversion,"lin, ting-an",Electrical Engineering & Computer Science Department,1,2020,1
20020,Single-cell RNA sequencing at isoform resolution,"macosko, evan",Broad Institute,0,2020,0
20021,MeCP2 in cholinergic interneurons of nucleus accumbens regulates fear learning,"zhang, ying",Mcgovern Institute Brain Research Center,0,2020,0
20022,Dispersive corrections in elastic electron-nucleus scattering: an investigation in the intermediate energy regime and their impact on the nuclear matter,"puckett, a.",Mcgovern Institute Brain Research Center,0,2020,0
20024,A Cas9 with PAM recognition for adenine dinucleotides,"chatterjee, pranam",Media Lab,4,2020,0
