paper,title,author,affiliation,cite,year,collabs
13115,Climatic and energetic analysis of the atmospheric clearness index in Saudi Arabia,"tarawneh, qassem y.",Prince Sultan Institute Environm Water & Desert Research,0,2018,0
13116,Patterns and Predictors of Depression Treatment among Older Adults with Parkinson's Disease and Depression in Ambulatory Care Settings in the United States,"alrabiah, ziyad",Clinical Pharmacology Department,2,2018,0
13117,Statistical Analysis of the Effects of Heavyweight and Lightweight Methodologies on the Six-Pointed Star Model,fazal-e-amin,Software Engineering Department,18,2018,0
13118,Optimal Execution of Virtualized Network Functions for Applications in Cyber-Physical-Social-Systems,"alsanad, ahmed",Information Systems Department,4,2018,0
13119,Psychiatric traits in patients with vasovagal and unexplained syncope,"alhuzaimi, abdullah",Cardiac Science Department,3,2018,2
13120,"Solubility of a poorly soluble immunosuppressant in different pure solvents: Measurement, correlation, thermodynamics and molecular interactions","abul kalam, mohd",Pharmaceutical Department,18,2018,0
13121,"Spectrofluorimetric methods for the determination of lixivaptan and its hydrolysis product in human plasma and urine, with factors optimization study","alrabiah, haitham",Pharmaceutical Chemistry Department,0,2018,0
13123,Evaluation of thickness of CAD/CAM fabricated zirconia cores by digital microscope,"habib, syed rashid",Prosthetic Dental Science Department,2,2018,0
13124,Patterns and determinants of stress among consultant physicians working in Saudi Arabia,"alosaimi, fahad d.",Psychiatry Department,3,2018,1
13125,Vulnerability Analysis for the Authentication Protocols in Trusted Computing Platforms and a Proposed Enhancement of the OffPAD Protocol,"alhaidary, mada",Information Systems Department,6,2018,2
13126,Development of Efficient High Power Amplifier With More Than an Octave Bandwidth,"malik, waqar ahmad",Electrical Engineering Department,6,2018,0
13127,Weighted Greedy Dual Size Frequency Based Caching Replacement Algorithm,"tian, yuan",Computer Science Department,7,2018,0
13129,Morphological and chromosomal abnormalities in gamma radiation-induced mutagenized faba bean genotypes,nurmansyah,Plant Production Department,12,2018,0
13130,A co-evolutionary framework for adaptive multidimensional data clustering,"hosny, manar",Computer Science Department,3,2018,0
13132,A Parallel Community Detection Algorithm for Big Social Networks,"ykhlef, mourad",Information Systems Department,0,2018,0
13133,Patient-Related Determinants of Glycaemic Control in People with Type 2 Diabetes in the Gulf Cooperation Council Countries: A Systematic Review,"almigbal, turky h.",Family & Community Medical Department,11,2018,0
13135,"Response of Spodoptera litura Fab. (Lepidoptera: Noctuidae) larvae to Citrullus colocynthis L. (Cucurbitales: Cucurbitaceae) chemical constituents: Larval tolerance, food utilization and detoxifying enzyme activities","duraipandiyan, veeramuthu",Botany & Microbiology Department,10,2018,0
13136,Toxicity and antifeedant activity of Caesalpinia bonduc (L.) Roxb. (Caesalpiniaceae) extracts and fractions against the cotton bollworm Helicoverpa armigera Hub. (Lepidoptera: Noctuidae),"duraipandiyan, veeramuthu",Botany & Microbiology Department,5,2018,0
13137,Eco-friendly formulation of wild Bacillus thuringiensis secondary metabolites through molecular characterization against the lepidopteran pest,"duraipandiyan, veeramuthu",Botany & Microbiology Department,2,2018,0
13138,"Larvicidal and repellent activity of the essential oil from Atalantia monophylla on three mosquito vectors of public health importance, with limited impact on non-target zebra fish","duraipandiyan, veeramuthu",Botany & Microbiology Department,14,2018,0
13139,"Larvicidal activity of the essential oil from Amomum subulatum Roxb. (Zingiberaceae) against Anopheles subpictus, Aedes albopictus and Culex tritaeniorhynchus (Diptera: Culicidae), and non-target impact on four mosquito natural enemies","alharbi, naiyf s.",Botany & Microbiology Department,5,2018,0
13140,An Insight on the Pathogenesis and Treatment of Systemic Lupus Erythematosus,"khan, mohd s.",Biochemistry Department,4,2018,0
13141,3D nanorhombus nickel nitride as stable and cost-effective counter electrodes for dye-sensitized solar cells and supercapacitor applications,"prasad, saradh",Physics & Astronomy Department,18,2018,1
13142,Removal of Heavy Metals from Wastewater using Date Palm as a Biosorbent: A Comparative Review,"shafiq, m.",Alamoudi Water Research Chair,22,2018,1
13143,Fundamental solutions for Schrodinger operators with general inverse square potentials,"alhomedan, suad",Mathematics Department,2,2018,0
13144,"Activated carbon cloth filled pipette tip for solid phase extraction of nickel(II), lead(II), cadmium(II), copper(II) and cobalt(II) as 1,3,4-thiadiazole-2,5-dithiol chelates for ultra-trace detection by FAAS","habila, mohamed a.",Chemistry Department,21,2018,0
13145,Impact of diabetes continuing education on health care professionals' attitudes towards diabetes care in a Yemeni city,"sales, ibrahim",Clinical Pharmacology Department,2,2018,0
13146,"Salicylic Acid (SA) Induced Alterations in Growth, Biochemical Attributes and Antioxidant Enzyme Activity in Faba Bean (Vicia faba L.) Seedlings under NaCl Toxicity","ahmad, p.",Botany & Microbiology Department,15,2018,0
13147,In Vitro Wound Healing Potential of Stem Extract of Alternanthera sessilis,"govindasamy, chandramohan",Community Health Science Department,16,2018,0
13148,Micro and Nano Structural Analysis of Dental Ceramic and Luting Resin Interface and the Effect of Water Exposure on Integrity of Cement Interface,"ramakrishnaiah, ravikumar",Dental Health Department,5,2018,0
13149,Microfouling inhibition of human nosocomial pathogen Pseudomonas aeruginosa using marine cyanobacteria,"alharbi, sulaiman ali",Botany & Microbiology Department,3,2018,0
13150,"Mercuric resistant bacteria Aeromonas exhibits neurologic toxic effects on the developmental motor reflexes, and brain oxidative stress in mice offspring","ahmad, mohammad",Medical Surgery Nursing Department,0,2018,0
13151,Pesticide degrading natural multidrug resistance bacterial flora,"alqarawi, abdulaziz a.",Plant Production Department,16,2018,1
13152,An inhibitory action of chitosan nanoparticles against pathogenic bacteria and fungi and their potential applications as biocompatible antioxidants,"alharbi, naify s.",Botany & Microbiology Department,18,2018,0
13153,Correlation between glycemic control and peripapillary retinal nerve fiber layer thickness in Saudi type II diabetics,"fahmy, rania m.",Optometry Department,0,2018,3
13154,Improving the Quality of Software Development Process by Introducing a New Methodology-AZ-Model,fazal-e-amin,Software Engineering Department,19,2018,0
13155,An Arc-Flow Model fo the Makespan Minimization Problem on Identical Parallel Machines,"mrad, mehdi",Industrial Engineering Department,4,2018,1
13156,MICROPROPAGATION AND EVALUATION OF GENETIC FIDELITY OF MAERUA OBLONGIFOLIA (FORSSK.) A. RICH: A RARE MEDICINAL PLANT FROM SAUDI ARABIA,"al-qurainy, fahad",Botany & Microbiology Department,1,2018,0
13160,Prediction of Cutting Conditions in Turning AZ61 and Parameters Optimization Using Regression Analysis and Artificial Neural Network,"alharthi, nabeel",Mechanical Engineering Department,2,2018,1
13161,Electroencephalography (EEG) signal processing for epilepsy and autism spectrum disorder diagnosis,"ibrahim, sutrisno",Electrical Engineering Department,22,2018,0
13162,Effect of Upright and Slouched Sitting Postures on the Respiratory Muscle Strength in Healthy Young Males,"albarrati, ali",Rehabilitation Science Department,1,2018,1
13163,Fabrication of core-shell structured nanofibers of poly (lactic acid) and poly (vinyl alcohol) by coaxial electrospinning for tissue engineering,"alharbi, hamad f.",Mechanical Engineering Department,20,2018,2
13164,An Enhanced Distributed Trust Computing Protocol for VANETs,"belghith, abdelfettah",Computer Science Department,12,2018,0
13165,Visual and Infrared Sensor Data-Based Obstacle Detection for the Visually Impaired Using the Google Project Tango Tablet Development Kit and the Unity Engine,"jafri, rabia",Information Technololgy Department,21,2018,0
13166,Privacy Preservation in e-Healthcare Environments: State of the Art and Future Directions,"abbas, haider",Excellence Information Assurance Center,28,2018,0
13167,Practice Patterns and Barriers for Intravenous Thrombolysis: A Survey of Neurologists in Saudi Arabia,"alanazy, mohammed h.",Internal Medical Department,1,2018,0
13168,Substituted L-tryptophan-L-phenyllactic acid conjugates produced by an endophytic fungus Aspergillus aculeatus using an OSMAC approach,"orfali, raha saud",Pharmacognosy Department,9,2018,0
13169,"Bone Marrow Cell Therapy on 1,2-Dimethylhydrazine (DMH)-Induced Colon Cancer in Rats","el-khadragy, manal f.",Zoology Department,9,2018,1
13170,Exploration of Complex Dynamics for Cournot Oligopoly Game with Differentiated Products,"askar, s. s.",Statistics & Operations Research Department,5,2018,0
13171,An Annotation Technique for In-Home Smart Monitoring Environments,"hossain, m. shamim",Software Engineering Department,11,2018,1
13172,Human Expertise in Mobile Robot Navigation,"faisal, mohammed",Computer Engineering Department,11,2018,2
13173,A Framework for Software Defect Prediction and Metric Selection,"alyahya, sultan",Information Systems Department,10,2018,1
13175,Psychometric Arabic Sino-Nasal Outcome Test-22: validation and translation in chronic rhinosinusitis patients,"alanazy, fatma",Otolaryngol Head & Neck Surgery Department,2,2018,0
13176,Root-Cause Analysis of Persistently High Maternal Mortality in a Rural District of Indonesia: Role of Clinical Care Quality and Health Services Organizational Factors,"wahabi, hayfaa a.",Family & Community Medical Department,8,2018,0
13179,Cloud Computing Fitness for E-Government Implementation: Importance-Performance Analysis,"alzahrani, ahmed ibrahim",Computer Science Department,8,2018,0
13182,"Biopolymer gelatin-coated zinc oxide nanoparticles showed high antibacterial, antibiofilm and anti-angiogenic activity","alharbi, naiyf s.",Botany & Microbiology Department,44,2018,0
13183,"Improvement of Kinnow mandarin fruit productivity and quality by urea, boron and zinc foliar spray","al-obeed, r. s.",Plant Production Department,4,2018,0
13184,"4-[(4-Acetylphenyl)amino]-2-methylidene-4-oxobutanoic acid, a newly synthesized amide with hydrophilic and hydrophobic segments: Spectroscopic characterization and investigation of its reactive properties","al-abdullah, ebtehal s.",Pharmaceutical Chemistry Department,1,2018,0
13186,Effect of Kisspeptin on the Developmental Competence and Early Transcript Expression in Porcine Oocytes Parthenogenetically Activated with Different Methods,"saadeldin, islam m.",Animal Production Department,1,2018,0
13188,"Transmission of Cucurbit Chlorotic Yellows Virus (CCYV) by Whitefly Biotype B in Riyadh, Saudi Arabia","shakeel, muhammad taimoor",Plant Protection Department,2,2018,0
13189,Differences in the Plasma Proteome of Patients with Hypothyroidism before and after Thyroid Hormone Replacement: A Proteomic Analysis,"alfadda, assim a.",Obesity Research Center,13,2018,1
13190,"Microbacterium album sp nov and Microbacterium deserti sp nov., two halotolerant actinobacteria isolated from desert soil","mohany, mohamed",Zoology Department,2,2018,1
13191,The Potential Therapeutic Role of Peroxisome Proliferator-Activated Receptors Agonist in Preeclamptic Pregnant Rats,"allam, hayam ibrahim gad",Physiology Department,2,2018,0
13194,The sleep architecture of Saudi Arabian patients with Kleine-Levin syndrome,"almeneessier, aljohara s.",Family Medical Department,0,2018,1
13196,Association of psychological stress with skin symptoms among medical students,"bin saif, ghada a.",Dermatology Department,5,2018,1
13197,SOLVING COUPLED PSEUDO-PARABOLIC EQUATION USING A MODIFIED DOUBLE LAPLACE DECOMPOSITION METHOD,"gadain, hassan eltayeb",Mathematics Department,1,2018,0
13198,High-fat diet stimulates the gut pathogenic microbiota and maintains hepatic injury in antibiotic-treated rats,"al-otaibi, sooad saud",Biochemistry Department,1,2018,0
13199,Sorbitane Monostearate and Cholesterol based Niosomes for Oral Delivery of Telmisartan,"ahad, abdul",Pharmaceutical Department,13,2018,0
13200,"Zone of Polarizing Activity Regulatory Sequence Mutations/Duplications with Preaxial Polydactyly and Longitudinal Preaxial Ray Deficiency in the Phenotype: A Review of Human Cases, Animal Models, and Insights Regarding the Pathogenesis","al-qattan, mohammad m.",Surgery Department,5,2018,0
13201,Learning preferences among dental students using the VARK questionnaire: A comparison between different academic levels and gender,"alqahtani, nasser",Pediatric Dental & Orthodontics Department,2,2018,0
13202,Increasing the Strength and Production of Artemisinin and Its Derivatives,"almarhoon, zainab m.",Chemistry Department,7,2018,0
13203,Hydrodynamic modeling of ionic liquids and conventional amine solvents in bubble column,"abdeltawab, ahmed a.",Chemistry Department,6,2018,0
13204,"The relationships between shoulder pain, range of motion, and disability in patients with shoulder dysfunction","anwer, shahnawaz",Rehabilitation Research Chair,3,2018,0
13205,A compact design of a characterization station for far UV photodetectors,"aldalbahi, ali",Chemistry Department,1,2018,0
13206,Structural and spectroscopic studies of LaPO4:Ce/Tb@LaPO4@SiO2 nanorods: Synthesis and role of surface coating,"ansari, anees a.",King Abdullah Institute Nanotechnology,4,2018,0
13207,High-temperature and high-pressure physical properties of CuI with zinc-blende phase by a systematic ab initio investigation,"bin-omran, s.",Physics & Astronomy Department,2,2018,0
13208,Experimental and Numerical Study of Texture Evolution and Anisotropic Plastic Deformation of Pure Magnesium under Various Strain Paths,"alharbi, hamad f.",Mechanical Engineering Department,0,2018,0
13209,Regulatory roles of 24-epibrassinolide in tolerance of Acacia gerrardii Benth to salt stress,"abd allah, elsayed fathi",Plant Production Department,10,2018,1
13210,"Theoretical investigation of the structural stabilities, elastic properties and band structure characteristics of platinum carbide","bin omran, s.",Physics & Astronomy Department,2,2018,0
13211,"Influence of silicoating, etching and heated glaze treatment on the surface of Y-TZP and its impact on bonding with veneering ceramic","mohanna, dalia a.",Prosthetic Dental Science Department,1,2018,0
13213,"An overview of LabVIEW-based f-to-2f spectral interferometer for monitoring, data acquiring and stabilizing the slow variations in carrier-envelope phase of amplified femtosecond laser pulses","imran, tayyab",Physics & Astronomy Department,1,2018,0
13214,Experimental and molecular modeling approach to optimize suitable polymers for fabrication of stable fluticasone nanoparticles with enhanced dissolution and antimicrobial activity,"ullah, riaz",Pharmacognosy Department,9,2018,0
13215,Thermal Lensing Compensation in the Development of 30 fs Pulse Duration Chirped Pulse Amplification Laser System and Single-Shot Intensity-Phase Measurement,"imran, t.",Physics & Astronomy Department,1,2018,0
13216,Under Pressure DFT Investigations on Optical and Electronic Properties of PbZrO3,"saad, s.",Chemistry Engineering Department,4,2018,0
13217,Synthesis and Characterization of an Efficient New Liquid Laser Dye Material - Chalcone (DMAPPP),"prasad, saradh",Research Chair Laser Diagnosis Cancer,6,2018,0
13218,Synthesis and characterization of wide-scale UV-vis CUT-OFF laser filter using methyl violet-6B/PMMA polymeric composite films,"el-naggar, a. m.",Physics & Astronomy Department,9,2018,0
13219,"Geotechnical investigation of the El-Elb dam site, northwest Riyadh, Saudi Arabia, using 2D resistivity and ground-penetrating radar techniques","almadani, sattam",Geology Department,2,2018,0
13220,Skin friction behavior of pile fully embedded in limestone,"alshenawy, abdulhafiz",Civil Engineering Department,2,2018,0
13221,"Paleoenvironmental and paleoclimatic conditions during the deposition of the bauxite layer (Upper Cretaceous) using multi-proxy geochemical and palynological analyses, in the Zabirah Area, Northern Saudi Arabia","yahya, madyan m. a.",Geology & Geophysics Department,2,2018,0
13222,Construction of an Ultrasensitive and Highly Selective Nitrite Sensor Using Piroxicam-Derived Copper Oxide Nanostructures,"alsalme, a.",Chemistry Department,3,2018,0
13223,Synthesis and Application of Poly(ionic liquid) Based on Cardanol as Demulsifier for Heavy Crude Oil Water Emulsions,"ezzat, abdelrahman o.",Chemistry Department,14,2018,0
13224,Joint Admission Control and Resource Allocation in Edge Computing for Internet of Things,"khan, muhammad khurram",Excellence Information Assurance Center,41,2018,0
13225,Improvement in Electrode Performance of Novel SWCNT Loaded Three-Dimensional Porous RVC Composite Electrodes by Electrochemical Deposition Method,"aldalbahi, ali",Chemistry Department,6,2018,0
13226,Zinc Tantalum Oxynitride (ZnTaO2N) Photoanode Modified with Cobalt Phosphate Layers for the Photoelectrochemical Oxidation of Alkali Water,"arunachalam, prabhakarn",Chemistry Department,5,2018,0
13227,Distribution and breeding ecology of the Ferruginous Duck Aythya nyroca in Algeria,"alfarhan, ahmed h.",Botany & Microbiology Department,1,2018,0
13228,Inter-kingdom prediction certainty evaluation of protein subcellular localization tools: microbial pathogenesis approach for deciphering host microbe interaction,"khan, abdul arif",Pharmaceutical Department,2,2018,1
13229,KDSR: A Scalable Key Distribution Protocol to Secure Multi-Hop Routing in Large-Scale Wireless Sensor Networks,"belghith, abdelfettah",Computer Science Department,0,2018,0
13230,"Bandgap engineering to tune the optical properties of Be x Mg1-xX (X = S, Se, Te) alloys","ramay, shahid m.",Physics & Astronomy Department,6,2018,1
13231,Quinoline derivatives bearing pyrazole moiety: Synthesis and biological evaluation as possible antibacterial and antifungal agents,"ghorab, mostafa m.",Pharmacognosy Department,47,2018,0
13232,Effect of a sequential treatment combining abaloparatide and alendronate for the management of postmenopausal osteoporosis,"al daghri, nasser",Biochemistry Department,8,2018,0
13233,"Solubility, molecular interactions and mixing thermodynamic properties of piperine in various pure solvents at different temperatures","alshehri, sultan",Pharmaceutical Department,18,2018,0
13234,"Effect of beta-cyclodextrin and different surfactants on solubility, stability, and permeability of hydrochlorothiazide","altamimi, mohammad a.",Pharmaceutical Department,3,2018,0
13235,ROS-dependent Bax/Bcl2 and caspase 3 pathway-mediated apoptosis induced by zineb in human keratinocyte cells,"ali, daoud",Zoology Department,11,2018,0
13236,Facile coprecipitation synthesis of nickel doped copper oxide nanocomposite as electrocatalyst for methanol electrooxidation in alkaline solution,"arunachalam, prabhakarn",Chemistry Department,3,2018,2
13237,Synthesis of Dandelion-like CuO microspheres for photocatalytic degradation of reactive black-5,"syed, asad",Botany & Microbiology Department,1,2018,0
13239,Article Reliability-Aware Cooperative Node Sleeping and Clustering in Duty-Cycled Sensors Networks,"hossain, m. shamim",Software Engineering Department,0,2018,0
13240,Target vs non-target analysis to determine pesticide residues in fruits from Saudi Arabia and influence in potential risk associated with exposure,"elshikh, mohamed soliman",Botany & Microbiology Department,24,2018,0
13242,The Difference in Cervical Vertebral Skeletal Maturation between Cleft Lip/Palate and Non-Cleft Lip/Palate Orthodontic Patients,"almoammar, khalid",Pediatric Dental & Orthodontics Department,1,2018,0
13243,Isolation and Characterization of Two New Antimicrobial Acids from Quercus incana (Bluejack Oak),"mabkhot, yahia nasser",Chemistry Department,1,2018,0
13245,Acute heart failure presentations and outcomes during the fasting month of Ramadan: an observational report from seven Middle Eastern countries,"alhabib, khalid f.",King Fahad Cardiac Center,3,2018,0
13246,"Expanding the genetic heterogeneity of intellectual disability (vol 136, pg 1419, 2017)","salih, mustafa a.",Pediatric Neuroophthalmology Division,3,2018,1
13247,"New La1-xTbxMnO3 nanoparticles: fabrication via wet chemical route for enhanced structural, electrical and dielectric parameters","shakir, imran",Sustainable Energy Technololgy Center,0,2018,0
13248,Understanding the Effect of Tamarind Gum Proportion on the Properties of Tamarind Gum-Based Hydroethanolic Physical Hydrogels,"anis, arfat",Chemical Engineering Department,3,2018,0
13249,Improving growth performance and health status of meat-type quail by supplementing the diet with black cumin cold-pressed oil as a natural alternative for antibiotics,"saadeldin, islam m.",Animal Production Department,18,2018,0
13250,The role of beta-blockers in the management of chronic obstructive pulmonary disease,"alotaibi, nawaf m.",Medical Department,3,2018,0
13251,Predictable prosthetic space maintenance during staged complete-mouth rehabilitation,"alhelal, abdulaziz",Prosthetic Dental Science Department,0,2018,0
13252,Errors associated with digital preview of computer-engineered complete dentures and guidelines for reducing them: A technique article,"alhelal, abdulaziz",Prosthetic Dental Science Department,14,2018,0
13253,Biological activities of the red algae Galaxaura rugosa and Liagora hawaiiana butters,"alqasoumi, saleh, i",Pharmacognosy Department,3,2018,0
13254,Anti-ulcerative colitis activity of Calotropis procera Linn.,"alqasoumi, saleh, i",Pharmacognosy Department,5,2018,0
13255,Measurement and evaluation of the effects of pH gradients on the antimicrobial and antivirulence activities of chitosan nanoparticles in Pseudomonas aeruginosa,"aleanizy, fadilah sfouq",Pharmaceutical Department,10,2018,1
13256,"The patterns of children poisoning cases in community teaching hospital in Riyadh, Saudi Arabia","alghadeer, sultan m.",Clinical Pharmacology Department,0,2018,2
13257,Pharmaceutical evaluation of different shampoo brands in local Saudi market,"alquadeib, bushra t.",Pharmaceutical Department,6,2018,0
13258,The utilization of nonprescription medications in Saudi patients with cardiovascular diseases,"shorog, eman m.",Clinical Pharmacology Department,1,2018,0
13259,Novel quinazoline and acetamide derivatives as safe anti-ulcerogenic agent and anti-ulcerative colitis activity,"alasmary, fatmah a. s.",Chemistry Department,0,2018,1
13260,"Community pharmacists' knowledge, behaviors and experiences about adverse drug reaction reporting in Saudi Arabia (vol 22, pg 411, 2014)","mahmoud, mansour adam",Medication Safety Research Chair,1,2018,0
13261,Association between satisfaction with and adherence to warfarin therapy on the control of international normalized ratio: A hospital-based study in Saudi Arabia,"balkhi, balkhi",Clinical Pharmacology Department,11,2018,0
13264,Admission predictability of children with acute asthma,"alherbish, maan",Pediatric Department,1,2018,0
13265,Bi-cylindrical conformal map projection,"bilani, hasan m.",Civil Engineering Department,0,2018,0
13266,"Digital multimedia audio forensics: past, present and future","zakariah, mohammed",Computer Engineering Department,9,2018,1
13268,Elevated levels of plasma tumor necrosis factor alpha in patients with pseudoexfoliation glaucoma,"kondkar, altaf a.",Ophthalmology Department,5,2018,0
13270,"Synthesis, structural characterization and anticancer evaluation of pyrazole derivatives","ghorab, mostafa m.",Pharmacognosy Department,7,2018,0
13271,"Detection of Gossan Zones in Arid Regions Using Landsat 8 OLI Data: Implication for Mineral Exploration in the Eastern Arabian Shield, Saudi Arabia","gahlan, hisham",Geology & Geophysics Department,3,2018,0
13272,"Effect of intravenous lidocaine on the incidence of postextubation laryngospasm: A double-blind, placebo-controlled randomized trial","aljonaieh, khalid ibrahim",Anesthesia Department,2,2018,0
13273,Evaluation of safety and efficacy of regional anesthesia compared with general anesthesia in thoracoscopic lung biopsy procedure on patient with idiopathic pulmonary fibrosis,"hajjar, waseem m.",Surgery Department,3,2018,0
13274,Comparative phytochemical profiling of different soybean (Glycine max (L.) Merr) genotypes using GC-MS,"alghamdi, salem s.",Plant Production Department,8,2018,0
13275,Pharmacological credence of the folklore use of Bauhinia malabarica in the management of jaundice,"ali, m. ajmal",Botany & Microbiology Department,4,2018,1
13276,"Larvicidal, ovicidal activities and histopathological alterations induced by Carum copticum (Apiaceae) extract against Culex pipiens (Diptera: Culicidae)","al-mekhlafi, fahd a.",Zoology Department,14,2018,0
13277,Molecular genetic studies in Saudi population; identified variants from GWAS and meta-analysis in stroke,"alharbi, khalid khalaf",Clinical Lab Science Department,0,2018,0
13278,"Food habits of the Arabian skink, Scincus hemprichii Wiegmann, 1837, (Sauria: Scincidae), in the Southwest Saudi Arabia","paray, bilal ahamad",Zoology Department,2,2018,0
13279,Evaluation of effect of high frequency electromagnetic field on growth and antibiotic sensitivity of bacteria,"salmen, saleh h.",Botany & Microbiology Department,4,2018,1
13280,"Rapid plant regeneration, validation of genetic integrity by ISSR markers and conservation of Reseda pentagyna an endemic plant growing in Saudi Arabia","al-qurainy, fahad",Botany & Microbiology Department,9,2018,0
13281,Evaluation of genetic diversity of Panicum turgidum Forssk from Saudi Arabia,"assaeed, abdulaziz m.",Plant Production Department,0,2018,0
13283,"Ovarian development and histological observations of threatened dwarf snakehead fish, Channa gachua (Hamilton, 1822)","hussain, shaik althaf",Zoology Department,6,2018,0
13284,Antibacterial activity of selected medicinal plants of northwest Pakistan traditionally used against mastitis in livestock,"hashem, abeer",Botany & Microbiology Department,6,2018,1
13285,Susceptibility of mice strains to oxidative stress and neurotransmitter activity induced by Plasmodium berghei,"al-shaebi, e.",Zoology Department,1,2018,0
13286,"Metabolism of the spade-headed Amphisbaenian worm lizard, Diplometopon zarudnyi (Nikolsky, 1907), in Saudi Arabia (Reptilia: Trogonophidae)","al-sadoon, mohammad k.",Zoology Department,0,2018,0
13287,"Histopathological studies of experimental Aeromonas hydrophila infection in blue tilapia, Oreochromis aureus","ameen, fuad",Botany & Microbiology Department,21,2018,0
13288,GWAS signals revisited using human knockouts,"meriki, neama",Obstet & Gynecology Department,4,2018,1
13289,A missense point mutation in COL10A1 identified with whole-genome deep sequencing in a 7-generation Pakistan dwarf family,"bukhari, ihtisham",Biochemistry Department,4,2018,0
13291,Estimation of Anti-neoplastic Drug Doxorubicin in Bacterial Ghost Matrix by New Environmentally Benign RP-HPLC Method: A Step Towards Sustainable Development of Pharmaceutical Industry,"alsuwyeh, abdulaziz a.",Pharmaceutical Department,5,2018,1
13292,Synchronization of A Class of Uncertain Chaotic Systems with Lipschitz Nonlinearities Using State-Feedback Control Design: A Matrix Inequality Approach,"tchier, f.",Mathematics Department,31,2018,0
13293,Design of Optimal Petri Net Supervisors for Flexible Manufacturing Systems via Weighted Inhibitor Arcs,"al-ahmari, abdulrahman m.",Advanced Manufacturing Institute,11,2018,1
13294,Castleman disease: delineating the spectrum,"alzahrani, musa",Oncology Center,0,2018,0
13295,"Comparison of Clinical, Radiographic, and Immunologic Inflammatory Parameters around Crestally and Subcrestally Placed Dental Implants: 5-Year Retrospective Results","al amri, mohammad d.",Prosthetic Dental Science Department,2,2018,1
13296,A Comparative Study of the Accuracy of Dies Made from Digital Intraoral Scanning vs. Elastic Impressions: An In Vitro Study,"al nassar, talal",Prosthetic Dental Science Department,7,2018,0
13297,Improved Holistic Analysis of Rayleigh Waves for Single- and Multi-Offset Data: Joint Inversion of Rayleigh-Wave Particle Motion and Vertical- and Radial-Component Velocity Spectra,"moustafa, sayed s. r.",Geology & Geophysics Department,10,2018,0
13298,Cytotoxic and antiinflammatory activities of the chemical constituents isolated from Baccharoides schimperi DC,"ahmed, s.",Pharmacognosy Department,1,2018,1
13299,Effect of L-glutamine and casein hydrolysate in the development of somatic embryos from cotyledonary leaf explants in okra (Abelmoschus esculentus L. monech),"duraipandiyan, veeramuthu",Botany & Microbiology Department,7,2018,0
13300,"Population Pharmacokinetics of AZD-5847 in Adults with Pulmonary Tuberculosis (vol 61, e01066-17, 2017)","alsultan, abdullah",Clinical Pharmacology Department,0,2018,0
13301,In-vivo assessment of the osteo-protective effects of eugenol in alveolar bone tissues,"ahmed, mohammed m.",Pharmacology & Toxicology Department,6,2018,0
13302,Embelin-loaded oral niosomes ameliorate streptozotocin-induced diabetes in Wistar rats,"ahad, abdul",Pharmaceutical Department,9,2018,0
13303,"Systematic studies of the structural and optoelectronic characteristics of CaZn2X2 (X = N, P, As, Sb, Bi)","laref, a.",Physics & Astronomy Department,0,2018,0
13304,Evaluation of Skin Surface as an Alternative Source of Reference DNA Samples: A Pilot Study,"okla, mohammad k.",Botany & Microbiology Department,2,2018,0
13305,New strides towards success,"khan, muhammad khurram",Excellence Information Assurance Center,0,2018,0
13307,Synthesis of highly stable MOF-5@MWCNTs nanocomposite with improved hydrophobic properties,"rana, usman ali",Sustainable Energy Technology Center,12,2018,0
13308,Manipulation of Plant Growth Regulators on Phytochemical Constituents and DNA Protection Potential of the Medicinal Plant Arnebia benthamii,"abd allah, elsayed fathi",Plant Production Department,1,2018,1
13309,Gold Nanoparticles Inducing Osteogenic Differentiation of Stem Cells: A Review,"higuchi, akon",Botany & Microbiology Department,13,2018,0
13310,A rapid and sensitive evaluation of nitrite content in Saudi Arabian processed meat and poultry using a novel ultra performance liquid chromatography-mass spectrometry method,"siddiqui, masoom raza",Chemistry Department,1,2018,0
13311,Field intensity of a perfect electromagnetic conductor circular reflector coated with a plasma layer under oblique incidence,"alkanhal, majeed a. s.",Electrical Engineering Department,0,2018,0
13312,"Exogenous application of nitric oxide modulates osmolyte metabolism, antioxidants, enzymes of ascorbate-glutathione cycle and promotes growth under cadmium stress in tomato","ahmad, parvaiz",Botany & Microbiology Department,56,2018,0
13314,Anticancer Efficacy of Self-Nanoemulsifying Drug Delivery System of Sunitinib Malate,"imam, faisal",Pharmacology & Toxicology Department,20,2018,2
13315,Accommodation in Early Presbyopes Fit with Bilateral or Unilateral Near Add,"almutairi, meznah s.",Optometry Department,4,2018,0
13316,Homologous White Light Solar Flares Driven by Photospheric Shear Motions,"elmhamdi, a.",Physics & Astronomy Department,15,2018,0
13317,Hybrid AlGaN/GaN high-electron mobility transistor: design and simulation,"alamoud, abdulrahman m.",Electrical Engineering Department,2,2018,0
13319,"Morphology and ultrastructure of the mandibular gland in the ant Brachyponera sennaarensis (Hymenoptera, Formicidae)","al-khalifa, mohammed",Zoology Department,3,2018,0
13320,Anti-cancer activity of hierarchical ZSM-5 zeolites synthesized from rice-based waste materials,"ramalingam, r. jothi",Chemistry Department,26,2018,0
13321,Effects on RCS of a perfect electromagnetic conductor sphere in the presence of anisotropic plasma layer,"alkanhal, majeed a. s.",Electrical Engineering Department,4,2018,0
